"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","pm_group1","pm_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Pest Management",85,"2006-2","1","1","Crop Yields","Crop Damage","Corn lodging","lodged maize plants","NA","NA","%","LSD","mean",0,"2","NA",0,1,"2","NA",0,"ns","untreated_seedI","untreated","untreated maize planted in early June","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early June","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Damage | Corn lodging","NA | NA"
"607","Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Northern corn rootworm","number of male Northern Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",0.3,1,"3","NA",0.3,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,0,"Pests | Invertebrate Pests | Northern corn rootworm","NA | NA"
"608","Pest Management",85,"2006-2","3","2","Pests","Pathogens","Corn (infection of roots)","root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for late May maize planting","NA","NA","rating","LSD","mean",0,"4","NA",0.737,1,"4","NA",0.035,"0.05","untreated_seedI","untreated","untreated maize planted in late May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in late May","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-95.25,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"609","Pest Management",85,"2006-2","3","1","Pests","Pathogens","Corn (infection of roots)","root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for late May maize planting","NA","NA","rating","LSD","mean",0,"4","NA",0.145,1,"4","NA",0.005,"0.05","untreated_seedI","untreated","untreated maize planted in late May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in late May","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-96.55,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"610","Pest Management",70,"2012-3","1","1","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",0.109,2,"NA","NA",0.101,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,-7.34,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"611","Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Northern corn rootworm","number of female Northern Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",9.7,1,"2","NA",2.3,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,-76.29,"Pests | Invertebrate Pests | Northern corn rootworm","NA | NA"
"612","Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Northern corn rootworm","number of female Northern Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",7.3,1,"2","NA",1.2,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,-83.56,"Pests | Invertebrate Pests | Northern corn rootworm","NA | NA"
"613","Pest Management",70,"2012-3","1","1","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","sem",0,"NA","NA",0.002,2,"NA","NA",0.006,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,200,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"614","Pest Management",70,"2012-3","1","2","Pests","Pathogens","Corn (infection of roots)","maize root rating (pathogen infection)","NA","NA","node injury rating","F-test","mean",0,"NA","NA",0.175,2,"NA","NA",0.189,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Neonicotinoid & Fungicide","Seed",NA,NA,NA,NA,NA,NA,8,"Pests | Pathogens | Corn (infection of roots)","NA | NA"
"615","Pest Management",91,"2003-2","1","1","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",37,2,"NA","NA",31,"ns","untreated_seedF","untreated","untreated soybean","azoxystrobin; metalaxyl","soybean with azoxystrobin (4.1 g ai/100 kg seed) and metalaxyl (5.4 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-16.22,"Crop Yields | Stand Count | Soybean","NA | NA"
"616","Pest Management",91,"2003-2","1","2","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",43,2,"NA","NA",33,"0.05","untreated_seedF","untreated","untreated soybean","azoxystrobin; metalaxyl","soybean with azoxystrobin (4.1 g ai/100 kg seed) and metalaxyl (5.4 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-23.26,"Crop Yields | Stand Count | Soybean","NA | NA"
"617","Pest Management",91,"2003-2","1","3","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",46,2,"NA","NA",49,"ns","untreated_seedF","untreated","untreated soybean","azoxystrobin; metalaxyl","soybean with azoxystrobin (4.1 g ai/100 kg seed) and metalaxyl (5.4 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,6.52,"Crop Yields | Stand Count | Soybean","NA | NA"
"618","Pest Management",91,"2003-2","1","4","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",46,2,"NA","NA",44,"ns","untreated_seedF","untreated","untreated soybean","azoxystrobin; metalaxyl","soybean with azoxystrobin (4.1 g ai/100 kg seed) and metalaxyl (5.4 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-4.35,"Crop Yields | Stand Count | Soybean","NA | NA"
"619","Pest Management",91,"2003-2","1","6","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",53,2,"NA","NA",44,"ns","untreated_seedF","untreated","untreated soybean","azoxystrobin; metalaxyl","soybean with azoxystrobin (4.1 g ai/100 kg seed) and metalaxyl (5.4 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-16.98,"Crop Yields | Stand Count | Soybean","NA | NA"
"620","Pest Management",91,"2003-2","1","7","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",28,2,"NA","NA",41,"0.05","untreated_seedF","untreated","untreated soybean","azoxystrobin; metalaxyl","soybean with azoxystrobin (4.1 g ai/100 kg seed) and metalaxyl (5.4 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,46.43,"Crop Yields | Stand Count | Soybean","NA | NA"
"621","Pest Management",91,"2003-2","2","1","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",42,2,"NA","NA",48,"ns","untreated_seedF","untreated","untreated soybean","azoxystrobin; metalaxyl","soybean with azoxystrobin (4.1 g ai/100 kg seed) and metalaxyl (5.4 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,14.29,"Crop Yields | Stand Count | Soybean","NA | NA"
"622","Pest Management",91,"2003-2","2","8","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",14,2,"NA","NA",45,"0.05","untreated_seedF","untreated","untreated soybean","azoxystrobin; metalaxyl","soybean with azoxystrobin (4.1 g ai/100 kg seed) and metalaxyl (5.4 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,221.43,"Crop Yields | Stand Count | Soybean","NA | NA"
"623","Pest Management",91,"2003-2","2","2","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",39,2,"NA","NA",50,"0.05","untreated_seedF","untreated","untreated soybean","azoxystrobin; metalaxyl","soybean with azoxystrobin (4.1 g ai/100 kg seed) and metalaxyl (5.4 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,28.21,"Crop Yields | Stand Count | Soybean","NA | NA"
"624","Pest Management",91,"2003-2","2","3","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",12,2,"NA","NA",22,"0.05","untreated_seedF","untreated","untreated soybean","azoxystrobin; metalaxyl","soybean with azoxystrobin (4.1 g ai/100 kg seed) and metalaxyl (5.4 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,83.33,"Crop Yields | Stand Count | Soybean","NA | NA"
"625","Pest Management",95,"2002-3","2","2;3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",21.77,2,"NA","NA",22.46,"ns","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,3.17,"Crop Yields | Grain Production | Soybean","NA | NA"
"626","Pest Management",95,"2002-3","3","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",27.94,2,"NA","NA",25.53,"ns","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-8.63,"Crop Yields | Grain Production | Soybean","NA | NA"
"627","Pest Management",95,"2002-3","3","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",27.94,8,"NA","NA",28.13,"ns","untreated_foliarI","untreated","untreated soybean","esfenvalerate","soybean foliage sprayed with esfenvalerate (2 applications, 43.74 g ai/ha + 54.69 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,0.68,"Crop Yields | Grain Production | Soybean","NA | NA"
"628","Pest Management",95,"2002-3","3","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",53.05,8,"NA","NA",54.04,"ns","untreated_foliarI","untreated","untreated soybean","esfenvalerate","soybean foliage sprayed with esfenvalerate (2 applications, 43.74 g ai/ha + 54.69 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,1.87,"Crop Yields | Grain Production | Soybean","NA | NA"
"629","Pest Management",95,"2002-3","3","2","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",38.52,8,"NA","NA",37.24,"ns","untreated_foliarI","untreated","untreated soybean","esfenvalerate","soybean foliage sprayed with esfenvalerate (2 applications, 43.74 g ai/ha + 54.69 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-3.32,"Crop Yields | Grain Production | Soybean","NA | NA"
"630","Pest Management",96,"2002-3","2","2;3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","q/ha (quintal/hectare)","Dunnett","mean",0,"NA","NA",21.77,8,"NA","NA",24.09,"0.05","untreated_foliarI","untreated","untreated soybean","esfenvalerate","soybean foliage sprayed with esfenvalerate (2 applications, 43.74 g ai/ha + 54.69 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,10.66,"Crop Yields | Grain Production | Soybean","NA | NA"
"631","Pest Management",91,"2003-2","2","4","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",32,2,"NA","NA",32,"ns","untreated_seedF","untreated","untreated soybean","azoxystrobin; metalaxyl","soybean with azoxystrobin (4.1 g ai/100 kg seed) and metalaxyl (5.4 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Stand Count | Soybean","NA | NA"
"632","Pest Management",91,"2003-2","2","6","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",49,2,"NA","NA",43,"ns","untreated_seedF","untreated","untreated soybean","azoxystrobin; metalaxyl","soybean with azoxystrobin (4.1 g ai/100 kg seed) and metalaxyl (5.4 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-12.24,"Crop Yields | Stand Count | Soybean","NA | NA"
"633","Pest Management",91,"2003-2","1","1","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",37,3,"NA","NA",28,"0.05","untreated_seedFbio","untreated","untreated soybean","Bacillus pumilus GB 34","soybean with Bacillus pumilus GB 34 (1.74 x 10 ^4 CFU/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-24.32,"Crop Yields | Stand Count | Soybean","NA | NA"
"634","Pest Management",91,"2003-2","1","2","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",43,3,"NA","NA",43,"ns","untreated_seedFbio","untreated","untreated soybean","Bacillus pumilus GB 34","soybean with Bacillus pumilus GB 34 (1.74 x 10 ^4 CFU/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Stand Count | Soybean","NA | NA"
"635","Pest Management",91,"2003-2","1","3","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",46,3,"NA","NA",49,"ns","untreated_seedFbio","untreated","untreated soybean","Bacillus pumilus GB 34","soybean with Bacillus pumilus GB 34 (1.74 x 10 ^4 CFU/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,6.52,"Crop Yields | Stand Count | Soybean","NA | NA"
"636","Pest Management",91,"2003-2","1","4","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",46,3,"NA","NA",46,"ns","untreated_seedFbio","untreated","untreated soybean","Bacillus pumilus GB 34","soybean with Bacillus pumilus GB 34 (1.74 x 10 ^4 CFU/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Stand Count | Soybean","NA | NA"
"637","Pest Management",91,"2003-2","1","6","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",53,3,"NA","NA",44,"ns","untreated_seedFbio","untreated","untreated soybean","Bacillus pumilus GB 34","soybean with Bacillus pumilus GB 34 (1.74 x 10 ^4 CFU/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-16.98,"Crop Yields | Stand Count | Soybean","NA | NA"
"638","Pest Management",91,"2003-2","1","7","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",28,3,"NA","NA",37,"ns","untreated_seedFbio","untreated","untreated soybean","Bacillus pumilus GB 34","soybean with Bacillus pumilus GB 34 (1.74 x 10 ^4 CFU/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,32.14,"Crop Yields | Stand Count | Soybean","NA | NA"
"639","Pest Management",91,"2003-2","2","1","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",42,3,"NA","NA",45,"ns","untreated_seedFbio","untreated","untreated soybean","Bacillus pumilus GB 34","soybean with Bacillus pumilus GB 34 (1.74 x 10 ^4 CFU/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,7.14,"Crop Yields | Stand Count | Soybean","NA | NA"
"640","Pest Management",91,"2003-2","2","8","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",14,3,"NA","NA",26,"0.05","untreated_seedFbio","untreated","untreated soybean","Bacillus pumilus GB 34","soybean with Bacillus pumilus GB 34 (1.74 x 10 ^4 CFU/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,85.71,"Crop Yields | Stand Count | Soybean","NA | NA"
"641","Pest Management",91,"2003-2","2","2","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",39,3,"NA","NA",53,"0.05","untreated_seedFbio","untreated","untreated soybean","Bacillus pumilus GB 34","soybean with Bacillus pumilus GB 34 (1.74 x 10 ^4 CFU/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,35.9,"Crop Yields | Stand Count | Soybean","NA | NA"
"642","Pest Management",91,"2003-2","2","3","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",12,3,"NA","NA",20,"ns","untreated_seedFbio","untreated","untreated soybean","Bacillus pumilus GB 34","soybean with Bacillus pumilus GB 34 (1.74 x 10 ^4 CFU/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,66.67,"Crop Yields | Stand Count | Soybean","NA | NA"
"643","Pest Management",91,"2003-2","2","4","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",32,3,"NA","NA",32,"ns","untreated_seedFbio","untreated","untreated soybean","Bacillus pumilus GB 34","soybean with Bacillus pumilus GB 34 (1.74 x 10 ^4 CFU/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Stand Count | Soybean","NA | NA"
"644","Pest Management",91,"2003-2","2","6","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",49,3,"NA","NA",45,"ns","untreated_seedFbio","untreated","untreated soybean","Bacillus pumilus GB 34","soybean with Bacillus pumilus GB 34 (1.74 x 10 ^4 CFU/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-8.16,"Crop Yields | Stand Count | Soybean","NA | NA"
"645","Pest Management",91,"2003-2","1","1","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",37,1,"NA","NA",37,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Stand Count | Soybean","NA | NA"
"646","Pest Management",91,"2003-2","1","2","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",43,1,"NA","NA",45,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,4.65,"Crop Yields | Stand Count | Soybean","NA | NA"
"647","Pest Management",91,"2003-2","1","3","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",46,1,"NA","NA",47,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,2.17,"Crop Yields | Stand Count | Soybean","NA | NA"
"648","Pest Management",91,"2003-2","1","4","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",46,1,"NA","NA",50,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,8.7,"Crop Yields | Stand Count | Soybean","NA | NA"
"649","Pest Management",91,"2003-2","1","6","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",53,1,"NA","NA",42,"0.05","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-20.75,"Crop Yields | Stand Count | Soybean","NA | NA"
"650","Pest Management",91,"2003-2","1","7","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",28,1,"NA","NA",34,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,21.43,"Crop Yields | Stand Count | Soybean","NA | NA"
"651","Pest Management",91,"2003-2","2","1","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",42,1,"NA","NA",38,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-9.52,"Crop Yields | Stand Count | Soybean","NA | NA"
"652","Pest Management",91,"2003-2","2","8","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",14,1,"NA","NA",47,"0.05","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,235.71,"Crop Yields | Stand Count | Soybean","NA | NA"
"653","Pest Management",91,"2003-2","2","2","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",39,1,"NA","NA",49,"0.05","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,25.64,"Crop Yields | Stand Count | Soybean","NA | NA"
"654","Pest Management",91,"2003-2","2","3","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",12,1,"NA","NA",24,"0.05","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,100,"Crop Yields | Stand Count | Soybean","NA | NA"
"655","Pest Management",91,"2003-2","2","4","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",32,1,"NA","NA",32,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Stand Count | Soybean","NA | NA"
"656","Pest Management",91,"2003-2","2","6","Crop Yields","Stand Count","Soybean","soybean stand count","NA","NA","plants/m^2","LSM","mean",0,"NA","NA",49,1,"NA","NA",46,"ns","untreated_seedF","untreated","untreated soybean","mefenoxam; fludioxonil","soybean with fludioxonil (2.5 g ai/100 kg seed) and mefenoxam (7.5 g ai/100 kg seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-6.12,"Crop Yields | Stand Count | Soybean","NA | NA"
"657","Pest Management",90,"2004-2","1;2","1;2;3","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","Mg/ha","LSD","mean",0,"NA","NA",4.2,2,"NA","NA",4.2,"ns","untreated_seedF","untreated","untreated soybean","fludioxonil","soybean with fludioxonil (0.07 g a.i. kg/seed) seed treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Grain Production | Soybean","NA | NA"
"658","Pest Management",89,"2005-2","1","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"NA","NA",4243.38,1,"NA","NA",4163.38,"ns","untreated_seedI","untreated","untreated soybean","imidacloprid","soybean with imidacloprid (62.5 g ai/100 kg of seed) seed treatment","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-1.89,"Crop Yields | Grain Production | Soybean","NA | NA"
"659","Pest Management",89,"2005-2","1","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"NA","NA",36.06,1,"NA","NA",38.53,"ns","untreated_seedI","untreated","untreated soybean","imidacloprid","soybean with imidacloprid (62.5 g ai/100 kg of seed) seed treatment","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,6.85,"Crop Yields | Grain Production | Soybean","NA | NA"
"660","Pest Management",89,"2005-2","2","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"NA","NA",3641.7,1,"NA","NA",4199.38,"0.05","untreated_seedI","untreated","untreated soybean","imidacloprid","soybean with imidacloprid (62.5 g ai/100 kg of seed) seed treatment","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,15.31,"Crop Yields | Grain Production | Soybean","NA | NA"
"661","Pest Management",83,"2011-3","2","1;2;3;4;5;6;7;8;9;10","Crop Yields","Stand Count","Soybean","soybean stand count (2 year average)","NA","NA","plants/ha","LSD","mean",0,"NA","NA",259000,1,"NA","NA",261000,"ns","untreated_seedF","untreated","untreated soybeans","mefenoxam; fludioxonil (ApronMaxx)","ApronMaxx (AM)","Fungicide","Seed",NA,NA,NA,NA,NA,NA,0.77,"Crop Yields | Stand Count | Soybean","NA | NA"
"662","Pest Management",89,"2005-2","2","1","Crop Yields","Grain Production","Soybean","soybean grain yield","NA","NA","kg/ha","LSD","mean",0,"NA","NA",137.74,1,"NA","NA",71.89,"0.05","untreated_seedI","untreated","untreated soybean","imidacloprid","soybean with imidacloprid (62.5 g ai/100 kg of seed) seed treatment","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-47.81,"Crop Yields | Grain Production | Soybean","NA | NA"
