"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","cc_group1","cc_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Cover Crops",23,"2012-1","1","1","Other Soil Properties","Abiotic Factors","Soil Moisture","soil water content at cash crop emergence, 10 cm depth","10 cm","0-30 cm","cm^3^  water/cm^3^ soil","repeated measure ANOVA","mean",0,"NA","NA",0.26,1,"NA","NA",0.252,"ns","0","mono","no cover crop","no cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-3.08,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"1432","Cover Crops",14,"1998-3","2","1","Water Quality","Nutrient Runoff","Nitrate","concentration of total NO~3~-N in ground water under soybean",NA,"NA","mg/L","contrasts","mean",0,"NA","NA",17,1,"NA","NA",1,"0.1","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-94.12,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"1433","Cover Crops",14,"1998-3","3","1","Water Quality","Nutrient Runoff","Nitrate","concentration of total NO~3~-N in ground water under soybean",NA,"NA","mg/L","contrasts","mean",0,"NA","NA",10,1,"NA","NA",11,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,10,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"1434","Cover Crops",38,"2014-2","1;2","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","total carbon","0-45 cm","0-60 cm","Mg/ha","Tukey","mean",3,"NA","NA",40.26,5,"NA","NA",41.72,"ns","0","mono_mono","Italian ryegrass","maize: annual ryegrass / soybean: annual ryegrass","forage rape","maize: rape / soybean: rape","Mixture comparisons","Non-legume","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",3.63,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1435","Cover Crops",38,"2014-2","1;2","1","Climate Mitigation","Carbon Storage","Soil Organic Carbon","total carbon","0-45 cm","0-60 cm","Mg/ha","Tukey","mean",4,"NA","NA",41.27,5,"NA","NA",41.72,"ns","0","mono_mono","forage radish","maize: radish / soybean: radish","forage rape","maize: rape / soybean: rape","Mixture comparisons","Non-legume","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",1.09,"Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"1436","Cover Crops",3,"2012-3","1;2;3","1","Other Soil Properties","Chemical Properties","Labile Carbon","water extractable organic carbon (0-5 cm)","0-5 cm","0-30 cm","mg/L","ANOVA","mean",0,"NA","NA",4.473,1,"NA","NA",4.444,"ns","0","mono","no cover crop","no cover crop, corn crop","winter rye","winter rye cover crop, corn crop","Single species","Non-legume","Dependent on other factors","assumed societal benefit",NA,NA,NA,NA,-0.65,"Other Soil Properties | Chemical Properties | Labile Carbon","Dependent on other factors | assumed societal benefit"
"1437","Cover Crops",3,"2012-3","1;2;3","1","Other Soil Properties","Chemical Properties","Labile Carbon","water extractable organic carbon (0-5 cm)","0-5 cm","0-30 cm","mg/L","ANOVA","se",0,"NA","NA",0.173,1,"NA","NA",0.086,"ns","0","mono","no cover crop","no cover crop, corn crop","winter rye","winter rye cover crop, corn crop","Single species","Non-legume","Dependent on other factors","assumed societal benefit",NA,NA,NA,NA,-50.29,"Other Soil Properties | Chemical Properties | Labile Carbon","Dependent on other factors | assumed societal benefit"
"1438","Cover Crops",3,"2012-3","1;2;3","1","Other Soil Properties","Chemical Properties","Labile Carbon","water extractable organic carbon (5-20 cm)","5-20 cm","0-30 cm","mg/L","ANOVA","mean",0,"NA","NA",4.148,1,"NA","NA",4.234,"ns","0","mono","no cover crop","no cover crop, corn crop","winter rye","winter rye cover crop, corn crop","Single species","Non-legume","Dependent on other factors","assumed societal benefit",NA,NA,NA,NA,2.07,"Other Soil Properties | Chemical Properties | Labile Carbon","Dependent on other factors | assumed societal benefit"
"1439","Cover Crops",3,"2012-3","1;2;3","1","Other Soil Properties","Chemical Properties","Labile Carbon","water extractable organic carbon (5-20 cm)","5-20 cm","0-30 cm","mg/L","ANOVA","se",0,"NA","NA",0.064,1,"NA","NA",0.087,"ns","0","mono","no cover crop","no cover crop, corn crop","winter rye","winter rye cover crop, corn crop","Single species","Non-legume","Dependent on other factors","assumed societal benefit",NA,NA,NA,NA,35.94,"Other Soil Properties | Chemical Properties | Labile Carbon","Dependent on other factors | assumed societal benefit"
"1440","Cover Crops",45,"2012-2","1;2","1;2","Climate Mitigation","Growing Season Nitrogen Emissions","Nitrous Oxide","nitrous oxide emissions (N~2~O-N)",NA,"NA","mg/m^2^/hr","ANOVA","mean",0,"2","NA",0.2,1,"2","NA",0.19,"ns","0","mono","no cover crop","no winter cover crop, depression location","winter rye","rye winter cover crop, depression location","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-5,"Climate Mitigation | Growing Season Nitrogen Emissions | Nitrous Oxide","Negative | assumed societal harm"
"1441","Cover Crops",45,"2012-2","1;2","1;2","Climate Mitigation","Growing Season Nitrogen Emissions","Nitrous Oxide","nitrous oxide emissions (N~2~O-N)",NA,"NA","mg/m^2^/hr","ANOVA","mean",0,"2","NA",0.19,1,"2","NA",0.19,"ns","0","mono","no cover crop","no winter cover crop, slope location","winter rye","rye winter cover crop, slope location","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,0,"Climate Mitigation | Growing Season Nitrogen Emissions | Nitrous Oxide","Negative | assumed societal harm"
"1442","Cover Crops",45,"2012-2","1;2","1;2","Climate Mitigation","Growing Season Nitrogen Emissions","Nitrous Oxide","nitrous oxide emissions (N~2~O-N)",NA,"NA","mg/m^2^/hr","ANOVA","mean",0,"2","NA",0.18,1,"2","NA",0.17,"ns","0","mono","no cover crop","no winter cover crop, summit location","winter rye","rye winter cover crop, summit location","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-5.56,"Climate Mitigation | Growing Season Nitrogen Emissions | Nitrous Oxide","Negative | assumed societal harm"
"1443","Cover Crops",45,"2012-2","1;2","1;2","Climate Mitigation","Growing Season Nitrogen Emissions","Nitrous Oxide","nitrous oxide emissions (N~2~O-N)",NA,"NA","mg/m^2^/hr","ANOVA","se",0,"2","NA",0.07,1,"2","NA",0.06,"ns","0","mono","no cover crop","no winter cover crop, depression location","winter rye","rye winter cover crop, depression location","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-14.29,"Climate Mitigation | Growing Season Nitrogen Emissions | Nitrous Oxide","Negative | assumed societal harm"
"1444","Cover Crops",45,"2012-2","1;2","1;2","Climate Mitigation","Growing Season Nitrogen Emissions","Nitrous Oxide","nitrous oxide emissions (N~2~O-N)",NA,"NA","mg/m^2^/hr","ANOVA","se",0,"2","NA",0.07,1,"2","NA",0.08,"ns","0","mono","no cover crop","no winter cover crop, slope location","winter rye","rye winter cover crop, slope location","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,14.29,"Climate Mitigation | Growing Season Nitrogen Emissions | Nitrous Oxide","Negative | assumed societal harm"
"1445","Cover Crops",45,"2012-2","1;2","1;2","Climate Mitigation","Growing Season Nitrogen Emissions","Nitrous Oxide","nitrous oxide emissions (N~2~O-N)",NA,"NA","mg/m^2^/hr","ANOVA","se",0,"2","NA",0.07,1,"2","NA",0.06,"ns","0","mono","no cover crop","no winter cover crop, summit location","winter rye","rye winter cover crop, summit location","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-14.29,"Climate Mitigation | Growing Season Nitrogen Emissions | Nitrous Oxide","Negative | assumed societal harm"
"1446","Cover Crops",13,"1994-3","3","1","Other Soil Properties","Physical Properties","Erosion","rill erosion rate",NA,"NA","g/m^2^/s","LSD","mean",1,"NA","NA",1.36,2,"NA","NA",0.34,"0.05","NA","mono_mono","oat","oat winter cover crop","winter rye","rye winter cover crop","Mixture comparisons","Non-legume","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,-75,"Other Soil Properties | Physical Properties | Erosion","Dependent on other factors | assumed societal harm"
"1447","Cover Crops",13,"1994-3","1","1","Other Soil Properties","Physical Properties","Erosion","interrill erosion rate",NA,"NA","g/m^2^/s","LSD","mean",1,"NA","NA",0.023,2,"NA","NA",0.012,"ns","0","mono_mono","oat","oat winter cover crop","winter rye","rye winter cover crop","Mixture comparisons","Non-legume","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,-47.83,"Other Soil Properties | Physical Properties | Erosion","Dependent on other factors | assumed societal harm"
"1448","Cover Crops",13,"1994-3","2","1","Other Soil Properties","Physical Properties","Erosion","interrill erosion rate",NA,"NA","g/m^2^/s","LSD","mean",1,"NA","NA",0.019,2,"NA","NA",0.015,"ns","0","mono_mono","oat","oat winter cover crop","winter rye","rye winter cover crop","Mixture comparisons","Non-legume","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,-21.05,"Other Soil Properties | Physical Properties | Erosion","Dependent on other factors | assumed societal harm"
"1449","Cover Crops",50,"2002-5","5","1","Other Soil Properties","Physical Properties","Erosion","sediment load following fall manure",NA,"NA","g/m^2^","PDIFF","mean",0,"NA","NA",23.1,1,"NA","NA",1.4,"0.05","1","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,-93.94,"Other Soil Properties | Physical Properties | Erosion","Dependent on other factors | assumed societal harm"
"1450","Cover Crops",50,"2002-5","5","1","Other Soil Properties","Physical Properties","Erosion","sediment load following spring manure",NA,"NA","g/m^2^","PDIFF","mean",0,"NA","NA",6.6,1,"NA","NA",3.8,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,-42.42,"Other Soil Properties | Physical Properties | Erosion","Dependent on other factors | assumed societal harm"
"1451","Cover Crops",1,"2001-8","1;2;3;4;5;6;7;8","1","Other Soil Properties","Physical Properties","Erosion","soil loss",NA,"NA","Mt/ha/yr","LSD","mean",0,"2","NA",30.1,1,"2","NA",24.3,"ns","0","mono","no cover crop","no winter cover crop, moldboard plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, moldboard plow applied preceeding cash crop","Single species","Rotation of Cover Crops","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,-19.27,"Other Soil Properties | Physical Properties | Erosion","Dependent on other factors | assumed societal harm"
"1452","Cover Crops",1,"2001-8","1;2;3;4;5;6;7;8","1","Other Soil Properties","Physical Properties","Erosion","soil loss",NA,"NA","Mt/ha/yr","LSD","mean",0,"3","NA",22.4,1,"3","NA",28.6,"ns","0","mono","no cover crop","no winter cover crop, chisel plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, chisel plow applied preceeding cash crop","Single species","Rotation of Cover Crops","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,27.68,"Other Soil Properties | Physical Properties | Erosion","Dependent on other factors | assumed societal harm"
"1453","Cover Crops",1,"2001-8","1;2;3;4;5;6;7;8","1","Other Soil Properties","Physical Properties","Erosion","soil loss",NA,"NA","Mt/ha/yr","LSD","mean",0,"4","NA",8.1,1,"4","NA",6.2,"ns","0","mono","no cover crop","no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop","Single species","Rotation of Cover Crops","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,-23.46,"Other Soil Properties | Physical Properties | Erosion","Dependent on other factors | assumed societal harm"
"1454","Cover Crops",53,"2008-4","4","1","Other Soil Properties","Physical Properties","Erosion","erodible fraction from the top 50 mm of soil (soil aggregates < 0.84 mm)","0-5 cm","0-30 cm","g/kg","LSD","mean",0,"NA","NA",522,1,"NA","NA",401,"1E-3","1","mono","no cover crop","no cover crop","slender wheatgrass (corn), winter lentils (soybean)","winter lentils (after soybean), slender wheatgrass (after maize)","Single species","Rotation of Cover Crops","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,-23.18,"Other Soil Properties | Physical Properties | Erosion","Dependent on other factors | assumed societal harm"
"1455","Cover Crops",47,"2008-7","1;2;3;4;5;6;7","1","Other Soil Properties","Physical Properties","Sand Content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,"NA","NA",33.8,1,"NA","NA",35.8,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,2,"Other Soil Properties | Physical Properties | Sand Content","Dependent on other factors | dependent on other factors"
"1456","Cover Crops",47,"2008-7","1;2;3;4;5;6;7","1","Other Soil Properties","Physical Properties","Sand Content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","se",0,"NA","NA",4.8,1,"NA","NA",4.8,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Other Soil Properties | Physical Properties | Sand Content","Dependent on other factors | dependent on other factors"
"1457","Cover Crops",47,"2008-7","1;2;3;4;5;6;7","1","Other Soil Properties","Physical Properties","Sand Content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,"NA","NA",32,1,"NA","NA",35.6,"0.05","NA","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,3.6,"Other Soil Properties | Physical Properties | Sand Content","Dependent on other factors | dependent on other factors"
"1458","Cover Crops",47,"2008-7","1;2;3;4;5;6;7","1","Other Soil Properties","Physical Properties","Sand Content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","se",0,"NA","NA",4.8,1,"NA","NA",4.8,"ns","NA","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Other Soil Properties | Physical Properties | Sand Content","Dependent on other factors | dependent on other factors"
"1459","Cover Crops",47,"2008-7","1;2;3;4;5;6;7","1","Other Soil Properties","Physical Properties","Silt Content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,"NA","NA",40.4,1,"NA","NA",37.7,"0.05","NA","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-2.7,"Other Soil Properties | Physical Properties | Silt Content","Dependent on other factors | dependent on other factors"
"1460","Cover Crops",47,"2008-7","1;2;3;4;5;6;7","1","Other Soil Properties","Physical Properties","Silt Content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","se",0,"NA","NA",2.9,1,"NA","NA",2.9,"ns","NA","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Other Soil Properties | Physical Properties | Silt Content","Dependent on other factors | dependent on other factors"
"1461","Cover Crops",47,"2008-7","1;2;3;4;5;6;7","1","Other Soil Properties","Physical Properties","Silt Content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,"NA","NA",40.2,1,"NA","NA",36.9,"0.05","NA","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-3.3,"Other Soil Properties | Physical Properties | Silt Content","Dependent on other factors | dependent on other factors"
"1462","Cover Crops",43,"2011-3","1;2;3","1;2","Pests","Pest Natural Enemies","Invertebrate Non-Predator & Pests","total abundance of ants (Formicidae) on soil surface (pitfall traps in maize)",NA,"NA","#","LSMeans","mean",0,"NA","NA",1.84,1,"NA","NA",2.59,"ns","0","mono","no cover crop","no winter cover crop","winter rye","cereal rye winter cover crop","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,40.76,"Pests | Pest Natural Enemies | Invertebrate Non-Predator & Pests","Positive | assumed societal benefit"
"1463","Cover Crops",43,"2011-3","1;2;3","1;2","Pests","Pest Natural Enemies","Invertebrate Non-Predator & Pests","total abundance of ants (Formicidae) on soil surface (pitfall traps in maize)",NA,"NA","#","LSMeans","se",0,"NA","NA",0.5,1,"NA","NA",0.94,"ns","0","mono","no cover crop","no winter cover crop","winter rye","cereal rye winter cover crop","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,88,"Pests | Pest Natural Enemies | Invertebrate Non-Predator & Pests","Positive | assumed societal benefit"
"1464","Cover Crops",34,"2001-2","1;2","1;2","Crop Yields","Grain Production","Soybean","soybean grain yield",NA,"NA","Mg/ha","ANOVA","mean",0,"NA","NA",2.8,1,"NA","NA",2.8,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye (maize) / rye (soybean)","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Production | Soybean","Positive | assumed societal benefit"
"1465","Cover Crops",34,"2001-2","1;2","1;2","Crop Yields","Grain Production","Soybean","soybean grain yield",NA,"NA","Mg/ha","ANOVA","mean",0,"NA","NA",2.8,2,"NA","NA",2.8,"ns","0","mono","no cover crop","no winter cover crop","hairy vetch (corn) / winter rye (soybean)","hairy vetch (maize) / rye (soybean)","Single species","Rotation of Cover Crops","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Production | Soybean","Positive | assumed societal benefit"
"1466","Cover Crops",43,"2011-3","1;2;3","1;2","Pests","Pest Natural Enemies","Invertebrate Non-Predator & Pests","total abundance of ants (Formicidae) on soil surface (pitfall traps in soybean)",NA,"NA","#","LSMeans","mean",0,"NA","NA",4.29,1,"NA","NA",4.26,"ns","0","mono","no cover crop","no winter cover crop","winter rye","cereal rye winter cover crop","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,-0.7,"Pests | Pest Natural Enemies | Invertebrate Non-Predator & Pests","Positive | assumed societal benefit"
"1467","Cover Crops",43,"2011-3","1;2;3","1;2","Pests","Pest Natural Enemies","Invertebrate Non-Predator & Pests","total abundance of ants (Formicidae) on soil surface (pitfall traps in soybean)",NA,"NA","#","LSMeans","se",0,"NA","NA",1.71,1,"NA","NA",1.64,"ns","0","mono","no cover crop","no winter cover crop","winter rye","cereal rye winter cover crop","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,-4.09,"Pests | Pest Natural Enemies | Invertebrate Non-Predator & Pests","Positive | assumed societal benefit"
"1468","Cover Crops",34,"2001-2","1;2","1;2","Crop Yields","Grain Production","Soybean","soybean grain yield",NA,"NA","Mg/ha","ANOVA","mean",0,"NA","NA",2.8,3,"NA","NA",2.8,"ns","0","mix_2","no cover crop","no winter cover crop","hairy vetch + winter rye (corn) / winter rye (soybean)","hairy vetch + rye (maize) / rye (soybean)","Two species","Rotation of Cover Crops","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Production | Soybean","Positive | assumed societal benefit"
"1469","Cover Crops",52,"2008-4","1","1","Other Soil Properties","Biotic Factors","Enzyme Activity","enzyme activity in soybean (Hydrolysis of Fluroescein Diacetate)","0-5 cm","0-30 cm","mg FDA/min/g dry soil","LSD","mean",0,"NA","NA",46.7,1,"NA","NA",47.5,"ns","0","mono","no cover crop","no cover crop","slender wheatgrass (corn), winter lentils (soybean)","winter lentils (after soybean), slender wheatgrass (after maize)","Single species","Rotation of Cover Crops","Positive","assumed societal benefit",NA,NA,NA,NA,1.71,"Other Soil Properties | Biotic Factors | Enzyme Activity","Positive | assumed societal benefit"
"1470","Cover Crops",52,"2008-4","2","1","Other Soil Properties","Biotic Factors","Enzyme Activity","enzyme activity in soybean (Hydrolysis of Fluroescein Diacetate)","0-5 cm","0-30 cm","mg FDA/min/g dry soil","LSD","mean",0,"NA","NA",42.4,1,"NA","NA",45,"ns","0","mono","no cover crop","no cover crop","slender wheatgrass (corn), winter lentils (soybean)","winter lentils (after soybean), slender wheatgrass (after maize)","Single species","Rotation of Cover Crops","Positive","assumed societal benefit",NA,NA,NA,NA,6.13,"Other Soil Properties | Biotic Factors | Enzyme Activity","Positive | assumed societal benefit"
"1471","Cover Crops",52,"2008-4","3","1","Other Soil Properties","Biotic Factors","Enzyme Activity","enzyme activity in soybean (Hydrolysis of Fluroescein Diacetate)","0-5 cm","0-30 cm","mg FDA/min/g dry soil","LSD","mean",0,"NA","NA",37,1,"NA","NA",34.8,"ns","0","mono","no cover crop","no cover crop","slender wheatgrass (corn), winter lentils (soybean)","winter lentils (after soybean), slender wheatgrass (after maize)","Single species","Rotation of Cover Crops","Positive","assumed societal benefit",NA,NA,NA,NA,-5.95,"Other Soil Properties | Biotic Factors | Enzyme Activity","Positive | assumed societal benefit"
"1472","Cover Crops",47,"2008-7","1;2;3;4;5;6;7","1","Other Soil Properties","Physical Properties","Silt Content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","se",0,"NA","NA",2.9,1,"NA","NA",2.9,"ns","NA","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Other Soil Properties | Physical Properties | Silt Content","Dependent on other factors | dependent on other factors"
"1473","Cover Crops",27,"2011-3","2","1","Other Soil Properties","Physical Properties","Soil Bulk Density","bulk density","0-60 cm","0-60 cm","g/cm^3^","ANOVA","mean",0,"NA","NA",1.48,1,"NA","NA",1.34,"5.0700000000000002E-2","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,-9.46,"Other Soil Properties | Physical Properties | Soil Bulk Density","Dependent on other factors | assumed societal harm"
"1474","Cover Crops",27,"2011-3","3","1","Other Soil Properties","Physical Properties","Soil Bulk Density","bulk density","0-60 cm","0-60 cm","g/cm^3^","ANOVA","mean",0,"NA","NA",1.28,1,"NA","NA",1.27,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,-0.78,"Other Soil Properties | Physical Properties | Soil Bulk Density","Dependent on other factors | assumed societal harm"
"1475","Cover Crops",47,"2008-7","1;2;3;4;5;6;7","1","Other Soil Properties","Physical Properties","Soil Bulk Density","bulk density (0-15 cm depth)","0-15 cm","0-30 cm","g/cm^3^","LSD","mean",0,"NA","NA",1.3,1,"NA","NA",1.31,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,0.77,"Other Soil Properties | Physical Properties | Soil Bulk Density","Dependent on other factors | assumed societal harm"
"1476","Cover Crops",47,"2008-7","1;2;3;4;5;6;7","1","Other Soil Properties","Physical Properties","Soil Bulk Density","bulk density (0-15 cm depth)","0-15 cm","0-30 cm","g/cm^3^","LSD","se",0,"NA","NA",0.04,1,"NA","NA",0.04,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,0,"Other Soil Properties | Physical Properties | Soil Bulk Density","Dependent on other factors | assumed societal harm"
"1477","Cover Crops",47,"2008-7","1;2;3;4;5;6;7","1","Other Soil Properties","Physical Properties","Soil Bulk Density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g/cm^3^","LSD","mean",0,"NA","NA",1.2,1,"NA","NA",1.28,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,6.67,"Other Soil Properties | Physical Properties | Soil Bulk Density","Dependent on other factors | assumed societal harm"
"1478","Cover Crops",47,"2008-7","1;2;3;4;5;6;7","1","Other Soil Properties","Physical Properties","Soil Bulk Density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g/cm^3^","LSD","se",0,"NA","NA",0.04,1,"NA","NA",0.04,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,0,"Other Soil Properties | Physical Properties | Soil Bulk Density","Dependent on other factors | assumed societal harm"
"1479","Cover Crops",37,"2003-2","1","1","Other Soil Properties","Physical Properties","Soil Bulk Density","bulk density 0-30 cm depth (spring)","0-30 cm","0-30 cm","Mg/m^3^","Tukey","mean",0,"NA","NA",1.36,1,"NA","NA",1.36,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","assumed societal harm",NA,NA,NA,NA,0,"Other Soil Properties | Physical Properties | Soil Bulk Density","Dependent on other factors | assumed societal harm"
"1480","Cover Crops",52,"2008-4","1","1","Other Soil Properties","Biotic Factors","Enzyme Activity","enzyme activity in maize (Hydrolysis of Fluroescein Diacetate)","0-5 cm","0-30 cm","mg FDA/min/g dry soil","LSD","mean",0,"NA","NA",48.4,1,"NA","NA",48.2,"ns","0","mono","no cover crop","no cover crop","slender wheatgrass (corn), winter lentils (soybean)","winter lentils (after soybean), slender wheatgrass (after maize)","Single species","Rotation of Cover Crops","Positive","assumed societal benefit",NA,NA,NA,NA,-0.41,"Other Soil Properties | Biotic Factors | Enzyme Activity","Positive | assumed societal benefit"
"1481","Cover Crops",52,"2008-4","2","1","Other Soil Properties","Biotic Factors","Enzyme Activity","enzyme activity in maize (Hydrolysis of Fluroescein Diacetate)","0-5 cm","0-30 cm","mg FDA/min/g dry soil","LSD","mean",0,"NA","NA",45.6,1,"NA","NA",46.8,"ns","0","mono","no cover crop","no cover crop","slender wheatgrass (corn), winter lentils (soybean)","winter lentils (after soybean), slender wheatgrass (after maize)","Single species","Rotation of Cover Crops","Positive","assumed societal benefit",NA,NA,NA,NA,2.63,"Other Soil Properties | Biotic Factors | Enzyme Activity","Positive | assumed societal benefit"
"1482","Cover Crops",52,"2008-4","3","1","Other Soil Properties","Biotic Factors","Enzyme Activity","enzyme activity in maize (Hydrolysis of Fluroescein Diacetate)","0-5 cm","0-30 cm","mg FDA/min/g dry soil","LSD","mean",0,"NA","NA",32.7,1,"NA","NA",35.8,"ns","0","mono","no cover crop","no cover crop","slender wheatgrass (corn), winter lentils (soybean)","winter lentils (after soybean), slender wheatgrass (after maize)","Single species","Rotation of Cover Crops","Positive","assumed societal benefit",NA,NA,NA,NA,9.48,"Other Soil Properties | Biotic Factors | Enzyme Activity","Positive | assumed societal benefit"
"1483","Cover Crops",2,"2006-5","1;2;3;4;5","1","Crop Yields","Crop Nitrogen Content","Corn Stalk Nitrogen Content","maize stalk nitrate",NA,"NA","mg N/kg","Tukey","mean",0,"NA","NA",428,1,"NA","NA",496,"ns","0","mono","no cover crop","fallow, corn stalk nitrate","winter rye","winter rye cover crop, corn stalk nitrate","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,15.89,"Crop Yields | Crop Nitrogen Content | Corn Stalk Nitrogen Content","Positive | assumed societal benefit"
