"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","pm_group1","pm_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"679","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",13.3,1,"2","NA",0.7,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-94.74,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"680","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",13.3,1,"2","NA",0.7,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-94.74,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"681","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",10.9,1,"2","NA",0.7,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-93.58,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"682","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",10.9,1,"2","NA",0.7,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-93.58,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"683","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",13,1,"2","NA",0,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"684","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",13,1,"2","NA",0,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"685","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",12.5,1,"2","NA",0,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"686","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",12.5,1,"2","NA",0,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"687","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",1.7,1,"2","NA",1.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,0,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"688","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",1.7,1,"2","NA",1.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,0,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"689","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",1.7,1,"2","NA",1.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,0,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"690","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",1.7,1,"2","NA",1.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,0,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"691","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",2,1,"2","NA",0.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-65,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"692","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",2,1,"2","NA",0.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-65,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"693","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",2,1,"2","NA",0.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-65,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"694","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",2,1,"2","NA",0.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-65,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"695","Early Season Pest Management",80,"2010-2","2","6","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",20.3,1,"2","NA",15.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-22.66,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"696","Early Season Pest Management",80,"2010-2","2","6","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",20.3,1,"2","NA",15.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-22.66,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"697","Early Season Pest Management",80,"2010-2","2","6","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",3.5,1,"2","NA",0.3,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-91.43,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"698","Early Season Pest Management",80,"2010-2","2","6","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",3.5,1,"2","NA",0.3,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-91.43,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"699","Early Season Pest Management",80,"2010-2","2","6","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",17.3,1,"2","NA",11.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-32.37,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"700","Early Season Pest Management",80,"2010-2","2","6","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"2","NA",17.3,1,"2","NA",11.7,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-32.37,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"701","Early Season Pest Management",80,"2010-2","2","6","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",2.4,1,"2","NA",2.4,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,0,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"702","Early Season Pest Management",80,"2010-2","2","6","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"2","NA",2.4,1,"2","NA",2.4,"ns","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,0,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"703","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Northern Corn Rootworm","number of female Northern Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",0.3,1,"3","NA",7,"0.05","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,2233.33,"Pests | Invertebrate Pests | Northern Corn Rootworm","Negative | assumed societal harm"
"704","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Northern Corn Rootworm","number of female Northern Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",0.3,1,"3","NA",3.6,"0.05","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,1100,"Pests | Invertebrate Pests | Northern Corn Rootworm","Negative | assumed societal harm"
"705","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Northern Corn Rootworm","number of male Northern Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",0.3,1,"3","NA",4.7,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,1466.67,"Pests | Invertebrate Pests | Northern Corn Rootworm","Negative | assumed societal harm"
"706","Early Season Pest Management",80,"2010-2","1","4","Pests","Invertebrate Pests","Northern Corn Rootworm","number of male Northern Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",0.3,1,"3","NA",4.2,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,1300,"Pests | Invertebrate Pests | Northern Corn Rootworm","Negative | assumed societal harm"
"707","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Northern Corn Rootworm","number of female Northern Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",2.3,1,"3","NA",3.3,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,43.48,"Pests | Invertebrate Pests | Northern Corn Rootworm","Negative | assumed societal harm"
"708","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Northern Corn Rootworm","number of female Northern Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",1.5,1,"3","NA",1.2,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-20,"Pests | Invertebrate Pests | Northern Corn Rootworm","Negative | assumed societal harm"
"709","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Northern Corn Rootworm","number of male Northern Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",0.3,1,"3","NA",0.7,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,133.33,"Pests | Invertebrate Pests | Northern Corn Rootworm","Negative | assumed societal harm"
"710","Early Season Pest Management",80,"2010-2","2","4","Pests","Invertebrate Pests","Northern Corn Rootworm","number of male Northern Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",0.3,1,"3","NA",0.3,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,0,"Pests | Invertebrate Pests | Northern Corn Rootworm","Negative | assumed societal harm"
"711","Early Season Pest Management",80,"2010-2","1;2","1;2;3;4;5;6","Pests","Invertebrate Pests","Western Corn Rootworm","mean Julian date for 50% Western Corn Rootworm beetle emergence","NA","NA","Julian date","LSM","mean",0,"3","NA",205.94,1,"3","NA",209.99,"0.05","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,1.97,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"712","Early Season Pest Management",80,"2010-2","1;2","1;2;3;4;5;6","Pests","Invertebrate Pests","Western Corn Rootworm","mean Julian date for 50% Western Corn Rootworm beetle emergence","NA","NA","Julian date","LSM","mean",0,"3","NA",205.94,1,"3","NA",209.99,"0.05","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,1.97,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"713","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",4.7,1,"3","NA",2,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-57.45,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"714","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",4.7,1,"3","NA",2,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-57.45,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"715","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",1.7,1,"3","NA",1.5,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-11.76,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"716","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",1.7,1,"3","NA",1.5,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-11.76,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"717","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",1,1,"3","NA",0,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"718","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",1,1,"3","NA",0,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"719","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",0,1,"3","NA",0,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,NA,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"720","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",0,1,"3","NA",0,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,NA,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"721","Early Season Pest Management",80,"2010-2","2","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",11.3,1,"3","NA",1.3,"0.05","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-88.5,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"722","Early Season Pest Management",80,"2010-2","2","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",11.3,1,"3","NA",1.3,"0.05","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-88.5,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
