"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_trtspecifics","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","nutrient_groups","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Nutrient Management",3000,"2011-3","1;2;3","1","Crop Yields","Grain Quality","Corn Grain Weight & Moisture Content","maize grain moisture","168 kg N/ha","NA","NA","g/kg","LSD","mean","0","NA","NA",191,"1","NA","NA",196,"ns","0","timing_fall_preplant","Fall","fall applied, 168 kg N/ha","Spring","spring applied, 168 kg N/ha","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,2.62,"Crop Yields | Grain Quality | Corn Grain Weight & Moisture Content","Positive | assumed societal benefit"
"1252","Nutrient Management",3008,"2014-2","1;2","1;2;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 1","NA","NA","kg N/ha","Pdiff","mean","1","NA","NA",17.7,"2","NA","NA",16.8,"ns","0","split_plantV4_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-5.08,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1253","Nutrient Management",3008,"2014-2","1;2","1;2;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 1","NA","NA","kg N/ha","Pdiff","mean","1","NA","NA",17.7,"3","NA","NA",15.7,"0.05","-1","split_plantV4_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-11.3,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1254","Nutrient Management",3008,"2014-2","1;2","1;2;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 1","NA","NA","kg N/ha","Pdiff","mean","1","NA","NA",17.7,"4","NA","NA",14.7,"0.05","-1","split_plantV4_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-16.95,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1255","Nutrient Management",3008,"2014-2","1;2","1;2;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 1","NA","NA","kg N/ha","Pdiff","mean","2","NA","NA",16.8,"3","NA","NA",15.7,"ns","0","split_plantV6_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-6.55,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1256","Nutrient Management",3008,"2014-2","1;2","1;2;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 1","NA","NA","kg N/ha","Pdiff","mean","2","NA","NA",16.8,"4","NA","NA",14.7,"ns","0","split_plantV6_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-12.5,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1257","Nutrient Management",3008,"2014-2","1;2","1;2;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 1","NA","NA","kg N/ha","Pdiff","mean","3","NA","NA",15.7,"4","NA","NA",14.7,"ns","0","split_plantV8_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-6.37,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1258","Nutrient Management",3008,"2014-2","1;2","7;3;6;4","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 2","NA","NA","kg N/ha","Pdiff","mean","0","NA","NA",21.4,"1","NA","NA",20,"0.05","-1","split_plantV2_plantV4","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-6.54,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1259","Nutrient Management",3008,"2014-2","1;2","7;3;6;4","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 2","NA","NA","kg N/ha","Pdiff","mean","0","NA","NA",21.4,"2","NA","NA",21.1,"ns","0","split_plantV2_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-1.4,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1260","Nutrient Management",3008,"2014-2","1;2","7;3;6;4","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 2","NA","NA","kg N/ha","Pdiff","mean","0","NA","NA",21.4,"3","NA","NA",21.1,"ns","0","split_plantV2_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-1.4,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1261","Nutrient Management",3008,"2014-2","1;2","7;3;6;4","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 2","NA","NA","kg N/ha","Pdiff","mean","0","NA","NA",21.4,"4","NA","NA",20.2,"0.05","-1","split_plantV2_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-5.61,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1262","Nutrient Management",3008,"2014-2","1;2","7;3;6;4","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 2","NA","NA","kg N/ha","Pdiff","mean","1","NA","NA",20,"2","NA","NA",21.1,"0.05","1","split_plantV4_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,5.5,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1263","Nutrient Management",3008,"2014-2","1;2","7;3;6;4","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 2","NA","NA","kg N/ha","Pdiff","mean","1","NA","NA",20,"3","NA","NA",21.1,"ns","0","split_plantV4_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,5.5,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1264","Nutrient Management",3008,"2014-2","1;2","7;3;6;4","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 2","NA","NA","kg N/ha","Pdiff","mean","1","NA","NA",20,"4","NA","NA",20.2,"ns","0","split_plantV4_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,1,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1265","Nutrient Management",3008,"2014-2","1;2","7;3;6;4","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 2","NA","NA","kg N/ha","Pdiff","mean","2","NA","NA",21.1,"3","NA","NA",21.1,"ns","0","split_plantV6_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1266","Nutrient Management",3008,"2014-2","1;2","7;3;6;4","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 2","NA","NA","kg N/ha","Pdiff","mean","2","NA","NA",21.1,"4","NA","NA",20.2,"ns","0","split_plantV6_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-4.27,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1267","Nutrient Management",3008,"2014-2","1;2","7;3;6;4","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 2","NA","NA","kg N/ha","Pdiff","mean","3","NA","NA",21.1,"4","NA","NA",20.2,"ns","0","split_plantV8_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-4.27,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1268","Nutrient Management",3008,"2014-2","1;2","3;4;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 3","NA","NA","kg N/ha","Pdiff","mean","0","NA","NA",15.8,"1","NA","NA",17.1,"0.05","1","split_plantV2_plantV4","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,8.23,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1269","Nutrient Management",3008,"2014-2","1;2","3;4;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 3","NA","NA","kg N/ha","Pdiff","mean","0","NA","NA",15.8,"2","NA","NA",16,"ns","0","split_plantV2_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,1.27,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1270","Nutrient Management",3008,"2014-2","1;2","3;4;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 3","NA","NA","kg N/ha","Pdiff","mean","0","NA","NA",15.8,"3","NA","NA",14.5,"0.05","-1","split_plantV2_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-8.23,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1271","Nutrient Management",3008,"2014-2","1;2","3;4;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 3","NA","NA","kg N/ha","Pdiff","mean","0","NA","NA",15.8,"4","NA","NA",14.5,"0.05","-1","split_plantV2_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-8.23,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1272","Nutrient Management",3008,"2014-2","1;2","3;4;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 3","NA","NA","kg N/ha","Pdiff","mean","1","NA","NA",17.1,"2","NA","NA",16,"0.05","-1","split_plantV4_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-6.43,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1273","Nutrient Management",3008,"2014-2","1;2","3;4;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 3","NA","NA","kg N/ha","Pdiff","mean","1","NA","NA",17.1,"3","NA","NA",14.5,"0.05","-1","split_plantV4_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-15.2,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1274","Nutrient Management",3008,"2014-2","1;2","3;4;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 3","NA","NA","kg N/ha","Pdiff","mean","1","NA","NA",17.1,"4","NA","NA",14.5,"0.05","-1","split_plantV4_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-15.2,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1275","Nutrient Management",3008,"2014-2","1;2","3;4;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 3","NA","NA","kg N/ha","Pdiff","mean","2","NA","NA",16,"3","NA","NA",14.5,"0.05","-1","split_plantV6_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-9.38,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1276","Nutrient Management",3008,"2014-2","1;2","3;4;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 3","NA","NA","kg N/ha","Pdiff","mean","2","NA","NA",16,"4","NA","NA",14.5,"0.05","-1","split_plantV6_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-9.38,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1277","Nutrient Management",3008,"2014-2","1;2","3;4;5","Crop Yields","Crop Growth","Corn Aboveground Biomass","corn biomass (grain and vegetative tissue) at R6 development stage","site-year group 3","NA","NA","kg N/ha","Pdiff","mean","3","NA","NA",14.5,"4","NA","NA",14.5,"ns","0","split_plantV8_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn Aboveground Biomass","Positive | assumed societal benefit"
"1278","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",35,"1","NA","NA",16.7,NA,NA,"split_plantV2_plantV4","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-52.29,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1279","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",35,"2","NA","NA",15,NA,NA,"split_plantV2_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-57.14,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1280","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",35,"3","NA","NA",13.3,NA,NA,"split_plantV2_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-62,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1281","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","0","NA","NA",35,"4","NA","NA",14.2,NA,NA,"split_plantV2_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-59.43,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1282","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","1","NA","NA",16.7,"2","NA","NA",15,NA,NA,"split_plantV4_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-10.18,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1283","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","1","NA","NA",16.7,"3","NA","NA",13.3,NA,NA,"split_plantV4_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-20.36,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1284","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","1","NA","NA",16.7,"4","NA","NA",14.2,NA,NA,"split_plantV4_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-14.97,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1285","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","2","NA","NA",15,"3","NA","NA",13.3,NA,NA,"split_plantV6_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-11.33,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1286","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","2","NA","NA",15,"4","NA","NA",14.2,NA,NA,"split_plantV6_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-5.33,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1287","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","0-30 cm","0-30 cm","kg/ha","Pdiff","mean","3","NA","NA",13.3,"4","NA","NA",14.2,NA,NA,"split_plantV8_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,6.77,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1288","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",18.3,"1","NA","NA",15,NA,NA,"split_plantV2_plantV4","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-18.03,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1289","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",18.3,"2","NA","NA",13.3,NA,NA,"split_plantV2_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-27.32,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1290","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",18.3,"3","NA","NA",10.8,NA,NA,"split_plantV2_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-40.98,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1291","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","0","NA","NA",18.3,"4","NA","NA",15.8,NA,NA,"split_plantV2_plantV12","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V2 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V12 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-13.66,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1292","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",15,"2","NA","NA",13.3,NA,NA,"split_plantV4_plantV6","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V6 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-11.33,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
"1293","Nutrient Management",3008,"2014-2","1;2","1;2;5","Soil Nutrients","Nitrate","Early Season","soil nitrate at V4 development stage","site-year group 1","30-60 cm","0-60 cm","kg/ha","Pdiff","mean","1","NA","NA",15,"3","NA","NA",10.8,NA,NA,"split_plantV4_plantV8","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V4 stage","Split Application","45 kg N/ha band applied on soil surface at planting followed by 90 kg N/ha at V8 stage","Application Timing","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-28,"Soil Nutrients | Nitrate | Early Season","Dependent on other factors | dependent on other factors"
