"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","cc_group1","cc_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Cover crop",23,"2012-1","1","1","Other Soil Properties","Abiotic Factors","Soil moisture","soil water content at cash crop emergence, 10 cm depth","10 cm","0-30 cm","cm^3  water/cm^3 soil","repeated measure ANOVA","mean",0,"NA","NA",0.26,1,"NA","NA",0.252,"ns","0","mono","no cover crop","no cover crop","winter rye","rye winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-3.08,"Other Soil Properties | Abiotic Factors | Soil moisture","NA | NA"
"1176","Cover crop",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","nitrate (NO3-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",1,"NA","NA",15.37,3,"NA","NA",11.26,"ns","0","mono_mono","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","Italian ryegrass","maize: annual ryegrass / soybean: annual ryegrass","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-26.74,"Soil Nutrients | Nitrogen | Nitrate (NO3)","NA | NA"
"1177","Cover crop",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","nitrate (NO3-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",1,"NA","NA",15.37,4,"NA","NA",15.41,"ns","0","mono_mono","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","forage radish","maize: radish / soybean: radish","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,0.26,"Soil Nutrients | Nitrogen | Nitrate (NO3)","NA | NA"
"1178","Cover crop",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","nitrate (NO3-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",1,"NA","NA",15.37,5,"NA","NA",13.62,"ns","0","mono_mono","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","forage rape","maize: rape / soybean: rape","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-11.39,"Soil Nutrients | Nitrogen | Nitrate (NO3)","NA | NA"
"1179","Cover crop",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","nitrate (NO3-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",2,"NA","NA",9.46,3,"NA","NA",11.26,"ns","0","mono_mono","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch","Italian ryegrass","maize: annual ryegrass / soybean: annual ryegrass","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,19.03,"Soil Nutrients | Nitrogen | Nitrate (NO3)","NA | NA"
"1180","Cover crop",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","nitrate (NO3-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",2,"NA","NA",9.46,4,"NA","NA",15.41,"ns","0","mono_mono","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch","forage radish","maize: radish / soybean: radish","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,62.9,"Soil Nutrients | Nitrogen | Nitrate (NO3)","NA | NA"
"1181","Cover crop",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","nitrate (NO3-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",2,"NA","NA",9.46,5,"NA","NA",13.62,"ns","0","mono_mono","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch","forage rape","maize: rape / soybean: rape","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,43.97,"Soil Nutrients | Nitrogen | Nitrate (NO3)","NA | NA"
"1182","Cover crop",35,"2001-3","1","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",10.55,1,"NA","NA",9.91,"ns","0","mono","no cover crop","no winter cover crop","oat","oat winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-6.07,"Crop Yields | Grain Production | Corn","NA | NA"
"1183","Cover crop",35,"2001-3","1","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",10.55,2,"NA","NA",10.69,"ns","0","mono","no cover crop","no winter cover crop","winter triticale","tritical winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,1.33,"Crop Yields | Grain Production | Corn","NA | NA"
"1184","Cover crop",35,"2001-3","1","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",10.55,3,"NA","NA",10.47,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-0.76,"Crop Yields | Grain Production | Corn","NA | NA"
"1185","Cover crop",35,"2001-3","1","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",10.55,4,"NA","NA",10.59,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop (top removed)","Single species","Non-legume",NA,NA,NA,NA,NA,NA,0.38,"Crop Yields | Grain Production | Corn","NA | NA"
"1186","Cover crop",35,"2001-3","2","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",7.02,2,"NA","NA",7.92,"ns","0","mono","no cover crop","no winter cover crop","winter triticale","tritical winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,12.82,"Crop Yields | Grain Production | Corn","NA | NA"
"1187","Cover crop",35,"2001-3","2","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",7.02,1,"NA","NA",8.64,"0.05","1","mono","no cover crop","no winter cover crop","oat","oat winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,23.08,"Crop Yields | Grain Production | Corn","NA | NA"
"1188","Cover crop",35,"2001-3","2","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",7.02,3,"NA","NA",8.25,"0.05","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,17.52,"Crop Yields | Grain Production | Corn","NA | NA"
"1189","Cover crop",35,"2001-3","2","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",7.02,4,"NA","NA",8.18,"0.05","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop (top removed)","Single species","Non-legume",NA,NA,NA,NA,NA,NA,16.52,"Crop Yields | Grain Production | Corn","NA | NA"
"1190","Cover crop",35,"2001-3","3","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",8.74,1,"NA","NA",10.26,"0.05","1","mono","no cover crop","no winter cover crop","oat","oat winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,17.39,"Crop Yields | Grain Production | Corn","NA | NA"
"1191","Cover crop",35,"2001-3","3","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",8.74,2,"NA","NA",10.46,"0.05","1","mono","no cover crop","no winter cover crop","winter triticale","tritical winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,19.68,"Crop Yields | Grain Production | Corn","NA | NA"
"1192","Cover crop",35,"2001-3","3","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",8.74,3,"NA","NA",10.83,"0.05","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,23.91,"Crop Yields | Grain Production | Corn","NA | NA"
"1193","Cover crop",35,"2001-3","3","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",8.74,4,"NA","NA",9.98,"0.05","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop (top removed)","Single species","Non-legume",NA,NA,NA,NA,NA,NA,14.19,"Crop Yields | Grain Production | Corn","NA | NA"
"1194","Cover crop",35,"2001-3","1","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",1,"NA","NA",9.91,2,"NA","NA",10.69,"ns","0","mono_mono","oat","oat winter cover crop","winter triticale","tritical winter cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,7.87,"Crop Yields | Grain Production | Corn","NA | NA"
"1195","Cover crop",35,"2001-3","1","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",1,"NA","NA",9.91,3,"NA","NA",10.47,"ns","0","mono_mono","oat","oat winter cover crop","winter rye","rye winter cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,5.65,"Crop Yields | Grain Production | Corn","NA | NA"
"1196","Cover crop",35,"2001-3","1","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",1,"NA","NA",9.91,4,"NA","NA",10.59,"ns","0","mono_mono","oat","oat winter cover crop","winter rye","rye winter cover crop (top removed)","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,6.86,"Crop Yields | Grain Production | Corn","NA | NA"
"1197","Cover crop",35,"2001-3","2","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",1,"NA","NA",8.64,2,"NA","NA",7.92,"ns","0","mono_mono","oat","oat winter cover crop","winter triticale","tritical winter cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-8.33,"Crop Yields | Grain Production | Corn","NA | NA"
"1198","Cover crop",35,"2001-3","2","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",1,"NA","NA",8.64,3,"NA","NA",8.25,"ns","0","mono_mono","oat","oat winter cover crop","winter rye","rye winter cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-4.51,"Crop Yields | Grain Production | Corn","NA | NA"
"1199","Cover crop",35,"2001-3","2","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",1,"NA","NA",8.64,4,"NA","NA",8.18,"ns","0","mono_mono","oat","oat winter cover crop","winter rye","rye winter cover crop (top removed)","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-5.32,"Crop Yields | Grain Production | Corn","NA | NA"
"1200","Cover crop",35,"2001-3","3","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",1,"NA","NA",10.26,2,"NA","NA",10.46,"ns","0","mono_mono","oat","oat winter cover crop","winter triticale","tritical winter cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,1.95,"Crop Yields | Grain Production | Corn","NA | NA"
"1201","Cover crop",35,"2001-3","3","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",1,"NA","NA",10.26,3,"NA","NA",10.83,"ns","0","mono_mono","oat","oat winter cover crop","winter rye","rye winter cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,5.56,"Crop Yields | Grain Production | Corn","NA | NA"
"1202","Cover crop",35,"2001-3","3","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",1,"NA","NA",10.26,4,"NA","NA",9.98,"ns","0","mono_mono","oat","oat winter cover crop","winter rye","rye winter cover crop (top removed)","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-2.73,"Crop Yields | Grain Production | Corn","NA | NA"
"1203","Cover crop",35,"2001-3","1","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",2,"NA","NA",10.69,3,"NA","NA",10.47,"ns","0","mono_mono","winter triticale","tritical winter cover crop","winter rye","rye winter cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-2.06,"Crop Yields | Grain Production | Corn","NA | NA"
"1204","Cover crop",35,"2001-3","1","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",2,"NA","NA",10.69,4,"NA","NA",10.59,"ns","0","mono_mono","winter triticale","tritical winter cover crop","winter rye","rye winter cover crop (top removed)","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-0.94,"Crop Yields | Grain Production | Corn","NA | NA"
"1205","Cover crop",35,"2001-3","2","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",2,"NA","NA",7.92,3,"NA","NA",8.25,"ns","0","mono_mono","winter triticale","tritical winter cover crop","winter rye","rye winter cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,4.17,"Crop Yields | Grain Production | Corn","NA | NA"
"1206","Cover crop",35,"2001-3","2","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",2,"NA","NA",7.92,4,"NA","NA",8.18,"ns","0","mono_mono","winter triticale","tritical winter cover crop","winter rye","rye winter cover crop (top removed)","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,3.28,"Crop Yields | Grain Production | Corn","NA | NA"
"1207","Cover crop",35,"2001-3","3","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",2,"NA","NA",10.46,3,"NA","NA",10.83,"ns","0","mono_mono","winter triticale","tritical winter cover crop","winter rye","rye winter cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,3.54,"Crop Yields | Grain Production | Corn","NA | NA"
"1208","Cover crop",35,"2001-3","3","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",2,"NA","NA",10.46,4,"NA","NA",9.98,"ns","0","mono_mono","winter triticale","tritical winter cover crop","winter rye","rye winter cover crop (top removed)","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-4.59,"Crop Yields | Grain Production | Corn","NA | NA"
"1209","Cover crop",36,"1996-7","1;2;3;4;5;6;7","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",10.53,2,"NA","NA",9.48,"0.1","-1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-9.97,"Crop Yields | Grain Production | Corn","NA | NA"
"1210","Cover crop",36,"1996-7","1;2;3;4;5;6;7","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",10.53,3,"NA","NA",9.69,"0.1","-1","mix_2","no cover crop","no winter cover crop","winter rye + oat","winter rye + oat winter cover crop","Two species","Non-legume Mixture",NA,NA,NA,NA,NA,NA,-7.98,"Crop Yields | Grain Production | Corn","NA | NA"
"1211","Cover crop",36,"1996-7","1;2;3;4;5;6;7","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",10.53,1,"NA","NA",10.69,"ns","0","mono","no cover crop","no winter cover crop","oat","oat winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,1.52,"Crop Yields | Grain Production | Corn","NA | NA"
"1212","Cover crop",36,"1996-7","1;2;3;4;5;6;7","1","Crop Yields","Grain Production","Soybean","soybean grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",3,1,"NA","NA",2.99,"ns","0","mono","no cover crop","no winter cover crop","oat","oat winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-0.33,"Crop Yields | Grain Production | Soybean","NA | NA"
"1213","Cover crop",36,"1996-7","1;2;3;4;5;6;7","1","Crop Yields","Grain Production","Soybean","soybean grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",3,2,"NA","NA",2.91,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-3,"Crop Yields | Grain Production | Soybean","NA | NA"
"1214","Cover crop",36,"1996-7","1;2;3;4;5;6;7","1","Crop Yields","Grain Production","Soybean","soybean grain yield",NA,"NA","Mg/ha","LSD","mean",0,"NA","NA",3,3,"NA","NA",2.85,"ns","0","mix_2","no cover crop","no winter cover crop","winter rye + oat","winter rye + oat winter cover crop","Two species","Non-legume Mixture",NA,NA,NA,NA,NA,NA,-5,"Crop Yields | Grain Production | Soybean","NA | NA"
"1215","Cover crop",36,"1996-7","1;2;3;4;5;6;7","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",1,"NA","NA",10.69,2,"NA","NA",9.48,"0.1","NA","mono_mono","oat","oat winter cover crop","winter rye","rye winter cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-11.32,"Crop Yields | Grain Production | Corn","NA | NA"
"1216","Cover crop",36,"1996-7","1;2;3;4;5;6;7","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",1,"NA","NA",10.69,3,"NA","NA",9.69,"0.1","NA","mono_mix_2","oat","oat winter cover crop","winter rye + oat","winter rye + oat winter cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,-9.35,"Crop Yields | Grain Production | Corn","NA | NA"
"1217","Cover crop",36,"1996-7","1;2;3;4;5;6;7","1","Crop Yields","Grain Production","Soybean","soybean grain yield",NA,"NA","Mg/ha","LSD","mean",1,"NA","NA",2.99,2,"NA","NA",2.91,"ns","0","mono_mono","oat","oat winter cover crop","winter rye","rye winter cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-2.68,"Crop Yields | Grain Production | Soybean","NA | NA"
"1218","Cover crop",36,"1996-7","1;2;3;4;5;6;7","1","Crop Yields","Grain Production","Soybean","soybean grain yield",NA,"NA","Mg/ha","LSD","mean",1,"NA","NA",2.99,3,"NA","NA",2.85,"ns","0","mono_mix_2","oat","oat winter cover crop","winter rye + oat","winter rye + oat winter cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,-4.68,"Crop Yields | Grain Production | Soybean","NA | NA"
"1219","Cover crop",36,"1996-7","1;2;3;4;5;6;7","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","LSD","mean",2,"NA","NA",9.48,3,"NA","NA",9.69,"ns","0","mono_mix_2","winter rye","rye winter cover crop","winter rye + oat","winter rye + oat winter cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,2.22,"Crop Yields | Grain Production | Corn","NA | NA"
"1220","Cover crop",36,"1996-7","1;2;3;4;5;6;7","1","Crop Yields","Grain Production","Soybean","soybean grain yield",NA,"NA","Mg/ha","LSD","mean",2,"NA","NA",2.91,3,"NA","NA",2.85,"ns","0","mono_mix_2","winter rye","rye winter cover crop","winter rye + oat","winter rye + oat winter cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,-2.06,"Crop Yields | Grain Production | Soybean","NA | NA"
"1221","Cover crop",33,"2010-2","1;2","1","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha","LSD","mean",2,"NA","NA",23.78,3,"NA","NA",24.2,"ns","0","mix_2_mix_2","forage radish + buckwheat","radish/buckwheat winter cover crop","forage radish + hairy vetch","radish/hairy vetch winter cover crop","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,1.77,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"1222","Cover crop",33,"2010-2","1;2","1","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha","LSD","mean",2,"NA","NA",23.78,4,"NA","NA",24.96,"ns","0","mix_2_mix_2","forage radish + buckwheat","radish/buckwheat winter cover crop","winter rye + forage radish","radish/rye winter cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,4.96,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"1223","Cover crop",33,"2010-2","1;2","1","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha","LSD","mean",2,"NA","NA",23.78,5,"NA","NA",24.45,"ns","0","mix_2_mix_2","forage radish + buckwheat","radish/buckwheat winter cover crop","forage radish + winter triticale","radish/triticale cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,2.82,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"1224","Cover crop",33,"2010-2","1;2","1","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha","LSD","mean",3,"NA","NA",24.2,4,"NA","NA",24.96,"ns","0","mix_2_mix_2","forage radish + hairy vetch","radish/hairy vetch winter cover crop","winter rye + forage radish","radish/rye winter cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,3.14,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"1225","Cover crop",33,"2010-2","1;2","1","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha","LSD","mean",3,"NA","NA",24.2,5,"NA","NA",24.45,"ns","0","mix_2_mix_2","forage radish + hairy vetch","radish/hairy vetch winter cover crop","forage radish + winter triticale","radish/triticale cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,1.03,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"1226","Cover crop",33,"2010-2","1;2","1","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha","LSD","mean",4,"NA","NA",24.96,5,"NA","NA",24.45,"ns","0","mix_2_mix_2","forage radish + winter rye","radish/rye winter cover crop","forage radish + winter triticale","radish/triticale cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,-2.04,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"1227","Cover crop",38,"2014-2","1;2","1","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-45 cm","0-60 cm","Mg/ha","Tukey","mean",0,"NA","NA",41.88,1,"NA","NA",40.61,"ns","0","mono","no cover crop","maize: fallow / soybean: fallow","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","Single species","Rotation of Cover Crops",NA,NA,NA,NA,NA,NA,-3.03,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"1228","Cover crop",38,"2014-2","1;2","1","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-45 cm","0-60 cm","Mg/ha","Tukey","mean",0,"NA","NA",41.88,2,"NA","NA",42.21,"ns","0","mono","no cover crop","maize: fallow / soybean: fallow","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch","Single species","Rotation of Cover Crops",NA,NA,NA,NA,NA,NA,0.79,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"1229","Cover crop",38,"2014-2","1;2","1","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-45 cm","0-60 cm","Mg/ha","Tukey","mean",0,"NA","NA",41.88,3,"NA","NA",40.26,"ns","0","mono","no cover crop","maize: fallow / soybean: fallow","Italian ryegrass","maize: annual ryegrass / soybean: annual ryegrass","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-3.87,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"1230","Cover crop",38,"2014-2","1;2","1","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-45 cm","0-60 cm","Mg/ha","Tukey","mean",0,"NA","NA",41.88,4,"NA","NA",41.27,"ns","0","mono","no cover crop","maize: fallow / soybean: fallow","forage radish","maize: radish / soybean: radish","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-1.46,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"1231","Cover crop",38,"2014-2","1;2","1","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-45 cm","0-60 cm","Mg/ha","Tukey","mean",0,"NA","NA",41.88,5,"NA","NA",41.72,"ns","0","mono","no cover crop","maize: fallow / soybean: fallow","forage rape","maize: rape / soybean: rape","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-0.38,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"1232","Cover crop",38,"2014-2","1;2","1","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-45 cm","0-60 cm","Mg/ha","Tukey","mean",1,"NA","NA",40.61,2,"NA","NA",42.21,"ns","0","mono_mono","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch","Mixture comparisons","Rotation of Cover Crops",NA,NA,NA,NA,NA,NA,3.94,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"1233","Cover crop",38,"2014-2","1;2","1","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-45 cm","0-60 cm","Mg/ha","Tukey","mean",1,"NA","NA",40.61,3,"NA","NA",40.26,"ns","0","mono_mono","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","Italian ryegrass","maize: annual ryegrass / soybean: annual ryegrass","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-0.86,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"1234","Cover crop",38,"2014-2","1;2","1","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-45 cm","0-60 cm","Mg/ha","Tukey","mean",1,"NA","NA",40.61,4,"NA","NA",41.27,"ns","0","mono_mono","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","forage radish","maize: radish / soybean: radish","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,1.63,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"1235","Cover crop",38,"2014-2","1;2","1","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-45 cm","0-60 cm","Mg/ha","Tukey","mean",1,"NA","NA",40.61,5,"NA","NA",41.72,"ns","0","mono_mono","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","forage rape","maize: rape / soybean: rape","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,2.73,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"1236","Cover crop",39,"2009-6","4","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","ANOVA","mean",0,"NA","NA",7.56,1,"NA","NA",4.96,"1E-3","-1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-34.39,"Crop Yields | Grain Production | Corn","NA | NA"
"1237","Cover crop",39,"2009-6","4","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","ANOVA","se",0,"NA","NA",0.18,1,"NA","NA",0.16,"1E-3","-1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-11.11,"Crop Yields | Grain Production | Corn","NA | NA"
"1238","Cover crop",39,"2009-6","5","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","Mg/ha","ANOVA","mean",0,"NA","NA",8.61,1,"NA","NA",6.75,"1E-3","-1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-21.6,"Crop Yields | Grain Production | Corn","NA | NA"
