"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","cc_group1","cc_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Cover crop",23,"2012-1","1","1","Other Soil Properties","Abiotic Factors","Soil moisture","soil water content at cash crop emergence, 10 cm depth","10 cm","0-30 cm","cm^3  water/cm^3 soil","repeated measure ANOVA","mean",0,"NA","NA",0.26,1,"NA","NA",0.252,"ns","0","mono","no cover crop","no cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-3.08,"Other Soil Properties | Abiotic Factors | Soil moisture","Dependent on other factors | dependent on other factors"
"970","Cover crop",29,"2006-2","2","1","Pests","Invertebrate Pests","Soybean aphid (#)","exposure of aphid population to predators",NA,"NA","cumulative predator-days per aphid (CPDPA)","ANOVA","mean",0,"NA","NA",1.9,1,"NA","NA",1.58,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-16.84,"Pests | Invertebrate Pests | Soybean aphid (#)","Negative | assumed societal harm"
"971","Cover crop",29,"2006-2","2","1","Pests","Invertebrate Pests","Soybean aphid (#)","exposure of aphid population to predators",NA,"NA","cumulative predator-days per aphid (CPDPA)","ANOVA","se",0,"NA","NA",0.85,1,"NA","NA",0.4,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-52.94,"Pests | Invertebrate Pests | Soybean aphid (#)","Negative | assumed societal harm"
"972","Cover crop",30,"2010-4","1;2;3;4","1","Water Quality","Nutrient Runoff","Nitrate","subsurface drainage annual flow weighted concentrations of nitrate (NO3-N)",NA,"NA","NO3-Nconc","ANOVA","mean",0,"NA","NA",10.5,1,"NA","NA",5.6,"0.05","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-46.67,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"973","Cover crop",30,"2010-4","1;2;3;4","1","Water Quality","Nutrient Runoff","Nitrate","subsurface drainage nitrate (NO3-N) annual yields",NA,"NA","NO3-Nyield","ANOVA","mean",0,"NA","NA",13,1,"NA","NA",5.5,"0.05","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-57.69,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"974","Cover crop",30,"2010-4","1;2;3;4","1","Water Quality","Nutrient Runoff","Nitrate","subsurface drainage nitrate (NO3-N) yield per amount of N-fertilizer applied during spring months",NA,"NA","NO3-Nyield per N-fertilizer applied","ANOVA","mean",0,"NA","NA",8,1,"NA","NA",3,"0.05","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-62.5,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"975","Cover crop",30,"2010-4","1;2;3;4","1","Water Quality","Nutrient Runoff","Phosphorus","subsurface drainage total reactive phosphorus (TRP) annual concentrations",NA,"NA","TRPconc","ANOVA","mean",0,"NA","NA",0.034,1,"NA","NA",0.016,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-52.94,"Water Quality | Nutrient Runoff | Phosphorus","Negative | assumed societal harm"
"976","Cover crop",30,"2010-4","1;2;3;4","1","Water Quality","Nutrient Runoff","Phosphorus","subsurface drainage total reactive phosphorus (TRP) annual yields",NA,"NA","TRPyield","ANOVA","mean",0,"NA","NA",0.038,1,"NA","NA",0.017,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-55.26,"Water Quality | Nutrient Runoff | Phosphorus","Negative | assumed societal harm"
"977","Cover crop",28,"2009-3","1;2;3","1;2;3;4","Crop Yields","Grain Quality","Corn nitrogen content","maize grain nitrogen uptake",NA,"NA","kg N/ha","ANOVA","mean",0,"5","NA",108.2,1,"5","NA",98,"<0.001","-1","mono","no cover crop","no winter cover crop, 135 kg N / ha","winter rye","rye winter cover crop, 135 kg N / ha","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,-9.43,"Crop Yields | Grain Quality | Corn nitrogen content","Positive | assumed societal benefit"
"978","Cover crop",28,"2009-3","1;2;3","1;2;3;4","Crop Yields","Grain Quality","Corn nitrogen content","maize grain nitrogen uptake",NA,"NA","kg N/ha","ANOVA","mean",0,"6","NA",110.6,1,"6","NA",102.4,"<0.001","-1","mono","no cover crop","no winter cover crop, 180 kg N / ha","winter rye","rye winter cover crop, 180 kg N / ha","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,-7.41,"Crop Yields | Grain Quality | Corn nitrogen content","Positive | assumed societal benefit"
"979","Cover crop",28,"2009-3","1;2;3","1;2;3;4","Crop Yields","Grain Quality","Corn nitrogen content","maize grain nitrogen uptake",NA,"NA","kg N/ha","ANOVA","mean",0,"7","NA",119.2,1,"7","NA",114.1,"<0.001","-1","mono","no cover crop","no winter cover crop, 225 kg N / ha","winter rye","rye winter cover crop, 225 kg N / ha","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,-4.28,"Crop Yields | Grain Quality | Corn nitrogen content","Positive | assumed societal benefit"
"980","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Nitrate (NO3)","soil nitrate (NO3-N)","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"NA","NA",9,3,"NA","NA",9,"ns","0","mix_3","no cover crop","no winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Three or more species","Non-legume + Legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Nitrate (NO3)","Dependent on other factors | dependent on other factors"
"981","Cover crop",32,"2009-1","1","1","Water Quality","Nutrient Runoff","Nitrate","dissolved organic nitrogen (DON)",NA,"NA","kg N/ha","ANOVA","mean",0,"NA","NA",39.6,1,"NA","NA",30.5,"0.05","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-22.98,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"982","Cover crop",32,"2009-1","1","1","Other Soil Properties","Biotic Factors","Microbial biomass","microbial biomass nitrogen (MBN)","0-30 cm","0-30 cm","kg N/ha","ANOVA","mean",0,"NA","NA",17.7,1,"NA","NA",7.2,"0.06","-1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,-59.32,"Other Soil Properties | Biotic Factors | Microbial biomass","Positive | assumed societal benefit"
"983","Cover crop",44,"2013-1","1","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","soil nitrate NO3 (0-15 cm)","0-15 cm","0-30 cm","g/kg soil","LSMeans","mean",0,"NA","NA",28.7,1,"NA","NA",30.8,"ns","0","mono","no cover crop","no winter cover crop","winter rye","cereal rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,7.32,"Soil Nutrients | Nitrogen | Nitrate (NO3)","Dependent on other factors | dependent on other factors"
"984","Cover crop",44,"2013-1","1","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","soil nitrate NO3 (0-15 cm)","0-15 cm","0-30 cm","g/kg soil","LSMeans","se",0,"NA","NA",7.1,1,"NA","NA",7,"ns","0","mono","no cover crop","no winter cover crop","winter rye","cereal rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-1.41,"Soil Nutrients | Nitrogen | Nitrate (NO3)","Dependent on other factors | dependent on other factors"
"985","Cover crop",15,"2005-2","1;2","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","total NO3-N from soil profile (0-120 cm) in crop interrow","0-120 cm","0-150 cm","kg N/ha","LSM","mean",0,"2","NA",64,1,"2","NA",18,"0.05","-1","mix_2","no cover crop","no winter cover crop, no liquid swine manure","winter rye + oat","rye/oat winter cover crop, no liquid manure","Two species","Non-legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-71.88,"Soil Nutrients | Nitrogen | Nitrate (NO3)","Dependent on other factors | dependent on other factors"
"986","Cover crop",15,"2005-2","1;2","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","total NO3-N from soil profile (0-120 cm) in crop interrow","0-120 cm","0-150 cm","kg N/ha","LSM","mean",0,"3","NA",346,1,"3","NA",211,"0.05","-1","mix_2","no cover crop","no winter cover crop,  liquid swine manure","winter rye + oat","rye/oat winter cover crop,  liquid manure","Two species","Non-legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-39.02,"Soil Nutrients | Nitrogen | Nitrate (NO3)","Dependent on other factors | dependent on other factors"
"987","Cover crop",4,"2011-2","1;2","1;2;3;4","Other Soil Properties","Physical Properties","Compaction","soil penetration resistance","0-50 cm","0-60 cm","kPa",NA,"se",1,"4","NA",268.2,2,"4","NA",269.1,"ns","0","mono_mix_2","forage radish","forage radish for winter cover crop, headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, headland","Mixture comparisons","Non-legume Mixture","Dependent on other factors","assumed societal harm","Other Soil Properties","Soil Structure","Positive","assumed societal harm",0.34,"Other Soil Properties | Physical Properties | Compaction ; Other Soil Properties | Soil Structure | Compaction","Dependent on other factors | assumed societal harm ; Positive | assumed societal harm"
"988","Cover crop",4,"2011-2","1;2","1;2;3;4","Other Soil Properties","Physical Properties","Compaction","soil penetration resistance","0-50 cm","0-60 cm","kPa",NA,"se",1,"4","NA",268.2,3,"4","NA",268.9,"ns","0","mono_mix_3","forage radish","forage radish for winter cover crop, headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, headland","Mixture comparisons","Non-legume + Legume Mixture","Dependent on other factors","assumed societal harm","Other Soil Properties","Soil Structure","Positive","assumed societal harm",0.26,"Other Soil Properties | Physical Properties | Compaction ; Other Soil Properties | Soil Structure | Compaction","Dependent on other factors | assumed societal harm ; Positive | assumed societal harm"
"989","Cover crop",15,"2005-2","1;2","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","total NO3-N from soil profile (0-120 cm) in crop row","0-120 cm","0-150 cm","kg N/ha","LSM","mean",0,"2","NA",93,1,"2","NA",24,"0.05","-1","mix_2","no cover crop","no winter cover crop, no liquid swine manure","winter rye + oat","rye/oat winter cover crop, no liquid manure","Two species","Non-legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-74.19,"Soil Nutrients | Nitrogen | Nitrate (NO3)","Dependent on other factors | dependent on other factors"
"990","Cover crop",39,"2009-6","3","1","Water Quality","Nutrient Runoff","Nitrate","normalized NO3-N losses",NA,"NA","kg N loss/100 kg N applied","ANOVA","mean",0,"NA","NA",8.8,1,"NA","NA",2.3,"1E-3","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-73.86,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"991","Cover crop",39,"2009-6","3","1","Water Quality","Nutrient Runoff","Nitrate","normalized NO3-N losses",NA,"NA","kg N loss/100 kg N applied","ANOVA","se",0,"NA","NA",1.7,1,"NA","NA",0.35,"1E-3","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-79.41,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"992","Cover crop",31,"2002-2","1;2","1","Crop Yields","Crop Growth","Corn stalk biomass","plant height at maize reproductive stage 1",NA,"NA","cm","Standard Error of the Difference","mean",0,"NA","NA",188.5,1,"NA","NA",164.2,"0.05","-1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,-12.89,"Crop Yields | Crop Growth | Corn stalk biomass","Positive | assumed societal benefit"
"993","Cover crop",31,"2002-2","1;2","1","Crop Yields","Crop Growth","Corn stalk biomass","plant height at maize reproductive stage 2",NA,"NA","cm","Standard Error of the Difference","mean",0,"NA","NA",188.5,2,"NA","NA",190.4,"ns","0","mono","no cover crop","no winter cover crop","hairy vetch","vetch winter cover crop","Single species","Legume","Positive","assumed societal benefit",NA,NA,NA,NA,1.01,"Crop Yields | Crop Growth | Corn stalk biomass","Positive | assumed societal benefit"
"994","Cover crop",31,"2002-2","1;2","1","Crop Yields","Crop Growth","Corn stalk biomass","plant height at maize reproductive stage 3",NA,"NA","cm","Standard Error of the Difference","mean",0,"NA","NA",188.5,3,"NA","NA",178.3,"0.05","-1","mix_2","no cover crop","no winter cover crop","winter rye + hairy vetch","rye/vetch winter cover crop","Two species","Non-legume + Legume Mixture","Positive","assumed societal benefit",NA,NA,NA,NA,-5.41,"Crop Yields | Crop Growth | Corn stalk biomass","Positive | assumed societal benefit"
"995","Cover crop",39,"2009-6","4","1","Water Quality","Nutrient Runoff","Nitrate","normalized NO3-N losses",NA,"NA","kg N loss/100 kg N applied","ANOVA","mean",0,"NA","NA",3,1,"NA","NA",0.3,"1E-3","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-90,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"996","Cover crop",39,"2009-6","4","1","Water Quality","Nutrient Runoff","Nitrate","normalized NO3-N losses",NA,"NA","kg N loss/100 kg N applied","ANOVA","se",0,"NA","NA",0.67,1,"NA","NA",0.11,"1E-3","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-83.58,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"997","Cover crop",39,"2009-6","1","1","Water Quality","Nutrient Runoff","Nitrate","normalized NO3-N losses",NA,"NA","kg N loss/100 kg N applied","ANOVA","mean",0,"NA","NA",4.3,1,"NA","NA",3.1,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-27.91,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"998","Cover crop",39,"2009-6","1","1","Water Quality","Nutrient Runoff","Nitrate","normalized NO3-N losses",NA,"NA","kg N loss/100 kg N applied","ANOVA","se",0,"NA","NA",0.99,1,"NA","NA",0.46,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-53.54,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"999","Cover crop",39,"2009-6","2","1","Water Quality","Nutrient Runoff","Nitrate","normalized NO3-N losses",NA,"NA","kg N loss/100 kg N applied","ANOVA","mean",0,"NA","NA",25.2,1,"NA","NA",13,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-48.41,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"1000","Cover crop",39,"2009-6","2","1","Water Quality","Nutrient Runoff","Nitrate","normalized NO3-N losses",NA,"NA","kg N loss/100 kg N applied","ANOVA","se",0,"NA","NA",6.68,1,"NA","NA",1.08,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-83.83,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"1001","Cover crop",39,"2009-6","5","1","Water Quality","Nutrient Runoff","Nitrate","normalized NO3-N losses",NA,"NA","kg N loss/100 kg N applied","ANOVA","mean",0,"NA","NA",8.4,1,"NA","NA",7.9,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-5.95,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"1002","Cover crop",39,"2009-6","5","1","Water Quality","Nutrient Runoff","Nitrate","normalized NO3-N losses",NA,"NA","kg N loss/100 kg N applied","ANOVA","se",0,"NA","NA",2.29,1,"NA","NA",0.73,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-68.12,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"1003","Cover crop",39,"2009-6","6","1","Water Quality","Nutrient Runoff","Nitrate","normalized NO3-N losses",NA,"NA","kg N loss/100 kg N applied","ANOVA","mean",0,"NA","NA",19.1,1,"NA","NA",22.9,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,19.9,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"1004","Cover crop",39,"2009-6","6","1","Water Quality","Nutrient Runoff","Nitrate","normalized NO3-N losses",NA,"NA","kg N loss/100 kg N applied","ANOVA","se",0,"NA","NA",2.58,1,"NA","NA",4.7,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,82.17,"Water Quality | Nutrient Runoff | Nitrate","Negative | assumed societal harm"
"1005","Cover crop",31,"2002-2","1;2","1","Crop Yields","Crop Growth","Corn stalk biomass","plant height at maize reproductive stage 4",NA,"NA","cm","Standard Error of the Difference","mean",1,"NA","NA",164.2,2,"NA","NA",190.4,"0.05","NA","mono_mono","winter rye","rye winter cover crop","hairy vetch","vetch winter cover crop","Mixture comparisons","Legume","Positive","assumed societal benefit",NA,NA,NA,NA,15.96,"Crop Yields | Crop Growth | Corn stalk biomass","Positive | assumed societal benefit"
"1006","Cover crop",31,"2002-2","1;2","1","Crop Yields","Crop Growth","Corn stalk biomass","plant height at maize reproductive stage 5",NA,"NA","cm","Standard Error of the Difference","mean",1,"NA","NA",164.2,3,"NA","NA",178.3,"0.05","NA","mono_mix_2","winter rye","rye winter cover crop","winter rye + hairy vetch","rye/vetch winter cover crop","Mixture comparisons","Non-legume + Legume Mixture","Positive","assumed societal benefit",NA,NA,NA,NA,8.59,"Crop Yields | Crop Growth | Corn stalk biomass","Positive | assumed societal benefit"
"1007","Cover crop",15,"2005-2","1;2","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","total NO3-N from soil profile (0-120 cm) in crop row","0-120 cm","0-150 cm","kg N/ha","LSM","mean",0,"3","NA",95,1,"3","NA",41,"0.05","-1","mix_2","no cover crop","no winter cover crop,  liquid swine manure","winter rye + oat","rye/oat winter cover crop,  liquid manure","Two species","Non-legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-56.84,"Soil Nutrients | Nitrogen | Nitrate (NO3)","Dependent on other factors | dependent on other factors"
"1008","Cover crop",32,"2009-1","1","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","nitrate (NO3-N) in soil following cover crop","0-30 cm","0-30 cm","kg N/ha","ANOVA","mean",0,"NA","NA",7.4,1,"NA","NA",0.3,"0.05","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-95.95,"Soil Nutrients | Nitrogen | Nitrate (NO3)","Dependent on other factors | dependent on other factors"
"1009","Cover crop",31,"2002-2","1;2","1","Crop Yields","Crop Growth","Corn stalk biomass","plant height at maize reproductive stage 6",NA,"NA","cm","Standard Error of the Difference","mean",2,"NA","NA",190.4,3,"NA","NA",178.3,"0.05","NA","mono_mix_2","hairy vetch","vetch winter cover crop","winter rye + hairy vetch","rye/vetch winter cover crop","Mixture comparisons","Non-legume + Legume Mixture","Positive","assumed societal benefit",NA,NA,NA,NA,-6.36,"Crop Yields | Crop Growth | Corn stalk biomass","Positive | assumed societal benefit"
"1010","Cover crop",32,"2009-1","1","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","nitrogen in macro organic matter (0.5 mm) following cover crop","0-30 cm","0-30 cm","kg N/ha","ANOVA","mean",0,"NA","NA",60.6,1,"NA","NA",53.6,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-11.55,"Soil Nutrients | Nitrogen | Nitrate (NO3)","Dependent on other factors | dependent on other factors"
"1011","Cover crop",32,"2009-1","1","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","nitrogen in macro organic matter (2 mm) following cover crop","0-30 cm","0-30 cm","kg N/ha","ANOVA","mean",0,"NA","NA",22.9,1,"NA","NA",26.5,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,15.72,"Soil Nutrients | Nitrogen | Nitrate (NO3)","Dependent on other factors | dependent on other factors"
"1012","Cover crop",18,"2005-4","1","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","average soil nitrate in 0-60 cm layer in late spring (preplanting of maize)","0-60 cm","0-60 cm","kg N/ha","LSM","mean",0,"NA","NA",68,1,"NA","NA",61,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-10.29,"Soil Nutrients | Nitrogen | Nitrate (NO3)","Dependent on other factors | dependent on other factors"
"1013","Cover crop",18,"2005-4","2","1","Soil Nutrients","Nitrogen","Nitrate (NO3)","average soil nitrate in 0-60 cm layer in late spring (preplanting of maize)","0-60 cm","0-60 cm","kg N/ha","LSM","mean",0,"NA","NA",70,1,"NA","NA",80,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,14.29,"Soil Nutrients | Nitrogen | Nitrate (NO3)","Dependent on other factors | dependent on other factors"
"1014","Cover crop",7,"2005-2","1;2","1","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N2O)","N2O emissions over entire year",NA,"NA","kg N2O-N/ha","LSD","mean",0,"4","NA",7.5,1,"4","NA",5.25,"ns","0","mix_2","no cover crop","no winter cover crop, no manure","winter rye + oat","rye/oat cover crop, no manure","Two species","Non-legume Mixture","Negative","assumed societal harm",NA,NA,NA,NA,-30,"Climate Mitigation | Nitrogen Emissions | Nitrous oxide (N2O)","Negative | assumed societal harm"
"1015","Cover crop",7,"2005-2","1;2","1","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N2O)","N2O emissions over entire year",NA,"NA","kg N2O-N/ha","LSD","se",0,"4","NA",2.06,1,"4","NA",0.53,"ns","0","mix_2","no cover crop","no winter cover crop, no manure","winter rye + oat","rye/oat cover crop, no manure","Two species","Non-legume Mixture","Negative","assumed societal harm",NA,NA,NA,NA,-74.27,"Climate Mitigation | Nitrogen Emissions | Nitrous oxide (N2O)","Negative | assumed societal harm"
"1016","Cover crop",7,"2005-2","1;2","1","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N2O)","N2O emissions over entire year",NA,"NA","kg N2O-N/ha","LSD","mean",0,"5","NA",7.74,1,"5","NA",8.46,"ns","0","mix_2","no cover crop","no winter cover crop, 224 kg N / ha (namure","winter rye + oat","rye/oat cover crop, 224 kg N / ha (manure)","Two species","Non-legume Mixture","Negative","assumed societal harm",NA,NA,NA,NA,9.3,"Climate Mitigation | Nitrogen Emissions | Nitrous oxide (N2O)","Negative | assumed societal harm"
"1017","Cover crop",7,"2005-2","1;2","1","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N2O)","N2O emissions over entire year",NA,"NA","kg N2O-N/ha","LSD","se",0,"5","NA",1.05,1,"5","NA",1.72,"ns","0","mix_2","no cover crop","no winter cover crop, 224 kg N / ha (namure","winter rye + oat","rye/oat cover crop, 224 kg N / ha (manure)","Two species","Non-legume Mixture","Negative","assumed societal harm",NA,NA,NA,NA,63.81,"Climate Mitigation | Nitrogen Emissions | Nitrous oxide (N2O)","Negative | assumed societal harm"
"1018","Cover crop",7,"2005-2","1;2","1","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N2O)","N2O emissions when cover crop present",NA,"NA","kg N2O-N/ha","LSD","mean",0,"4","NA",0.65,1,"4","NA",0.75,"ns","0","mix_2","no cover crop","no winter cover crop, no manure","winter rye + oat","rye/oat cover crop, no manure","Two species","Non-legume Mixture","Negative","assumed societal harm",NA,NA,NA,NA,15.38,"Climate Mitigation | Nitrogen Emissions | Nitrous oxide (N2O)","Negative | assumed societal harm"
"1019","Cover crop",7,"2005-2","1;2","1","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N2O)","N2O emissions when cover crop present",NA,"NA","kg N2O-N/ha","LSD","se",0,"4","NA",0.45,1,"4","NA",0.2,"ns","0","mix_2","no cover crop","no winter cover crop, no manure","winter rye + oat","rye/oat cover crop, no manure","Two species","Non-legume Mixture","Negative","assumed societal harm",NA,NA,NA,NA,-55.56,"Climate Mitigation | Nitrogen Emissions | Nitrous oxide (N2O)","Negative | assumed societal harm"
"1020","Cover crop",7,"2005-2","1;2","1","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N2O)","N2O emissions when cover crop present",NA,"NA","kg N2O-N/ha","LSD","mean",0,"5","NA",2.13,1,"5","NA",2.83,"ns","0","mix_2","no cover crop","no winter cover crop, 224 kg N / ha (namure","winter rye + oat","rye/oat cover crop, 224 kg N / ha (manure)","Two species","Non-legume Mixture","Negative","assumed societal harm",NA,NA,NA,NA,32.86,"Climate Mitigation | Nitrogen Emissions | Nitrous oxide (N2O)","Negative | assumed societal harm"
"1021","Cover crop",7,"2005-2","1;2","1","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N2O)","N2O emissions when cover crop present",NA,"NA","kg N2O-N/ha","LSD","se",0,"5","NA",1.04,1,"5","NA",2.03,"ns","0","mix_2","no cover crop","no winter cover crop, 224 kg N / ha (namure","winter rye + oat","rye/oat cover crop, 224 kg N / ha (manure)","Two species","Non-legume Mixture","Negative","assumed societal harm",NA,NA,NA,NA,95.19,"Climate Mitigation | Nitrogen Emissions | Nitrous oxide (N2O)","Negative | assumed societal harm"
"1022","Cover crop",37,"2003-2","1","1","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N2O)","cumulative nitrous oxide flux from soil April 2003-Mar 2004",NA,"NA","kg N2O-N/ha","Tukey","mean",0,"2","NA",7.87,1,"2","NA",7.62,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-3.18,"Climate Mitigation | Nitrogen Emissions | Nitrous oxide (N2O)","Negative | assumed societal harm"
