review,paper_id,duration,rv_year,loc_multi_results,group_level1,group_level2,group_level3,rv,rv_depth,sample_depth,rv_units,stat_test,stat_type,trt1,trt1_int,trt1_int2,trt1_value,trt2,trt2_int,trt2_int2,trt2_value,significance,trt1_name,trt1_details,trt2_name,trt2_details,trt2_group1,trt2_group2,crop_type,system_group1,system_group2,mgmt_intention,norm_interp2,norm_interp3,group_level1_alt,group_level2_alt,norm_interp2_alt,norm_interp3_alt,per_change,grouping,normative_effect
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,0,NA,NA,152.83,3,NA,NA,183.96,NA,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,20.37,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,0,NA,NA,152.83,4,NA,NA,200.94,NA,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,31.48,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,1,NA,NA,244.81,3,NA,NA,183.96,NA,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-24.86,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,1,NA,NA,244.81,4,NA,NA,200.94,NA,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-17.92,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,2,NA,NA,270.28,3,NA,NA,183.96,NA,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-31.94,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,2,NA,NA,270.28,4,NA,NA,200.94,NA,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-25.65,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,3,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,0,NA,NA,92.86,3,NA,NA,130.27,NA,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,40.29,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,3,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,0,NA,NA,92.86,4,NA,NA,137.07,NA,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,47.61,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,3,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,1,NA,NA,188.1,3,NA,NA,130.27,NA,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-30.74,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,3,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,1,NA,NA,188.1,4,NA,NA,137.07,NA,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-27.13,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,3,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,2,NA,NA,200,3,NA,NA,130.27,NA,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-34.86,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,3,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,2,NA,NA,200,4,NA,NA,137.07,NA,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-31.47,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,1,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,0,NA,NA,122.05,3,NA,NA,201.33,NA,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,64.96,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,1,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,0,NA,NA,122.05,4,NA,NA,177.36,NA,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,45.32,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,1,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,1,NA,NA,262.17,3,NA,NA,201.33,NA,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-23.21,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,1,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,1,NA,NA,262.17,4,NA,NA,177.36,NA,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-32.35,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,1,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,2,NA,NA,171.83,3,NA,NA,201.33,NA,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,17.17,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,1,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total light fraction organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,2,NA,NA,171.83,4,NA,NA,177.36,NA,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,3.22,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,0,NA,NA,101.47,3,NA,NA,131.24,NA,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,29.34,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,0,NA,NA,101.47,4,NA,NA,108.56,NA,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,6.99,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,1,NA,NA,152.49,3,NA,NA,131.24,NA,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-13.94,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,1,NA,NA,152.49,4,NA,NA,108.56,NA,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-28.81,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,2,NA,NA,107.14,3,NA,NA,131.24,NA,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,22.49,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,2,NA,NA,107.14,4,NA,NA,108.56,NA,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,1.33,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,3,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,0,NA,NA,120.75,3,NA,NA,164.97,NA,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,36.62,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,3,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,0,NA,NA,120.75,4,NA,NA,178.57,NA,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,47.88,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,3,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,1,NA,NA,173.47,3,NA,NA,164.97,NA,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-4.9,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,3,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,1,NA,NA,173.47,4,NA,NA,178.57,NA,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,2.94,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,3,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,2,NA,NA,185.37,3,NA,NA,164.97,NA,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-11.01,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,3,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,2,NA,NA,185.37,4,NA,NA,178.57,NA,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-3.67,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,1,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,0,NA,NA,145.06,3,NA,NA,225.31,NA,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,55.32,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,1,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,0,NA,NA,145.06,4,NA,NA,152.78,NA,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,5.32,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,1,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,1,NA,NA,243.83,3,NA,NA,225.31,NA,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-7.6,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,1,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,1,NA,NA,243.83,4,NA,NA,152.78,NA,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-37.34,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,1,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,2,NA,NA,168.21,3,NA,NA,225.31,NA,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,33.95,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,1,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total dissolved organic matter,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,2,NA,NA,168.21,4,NA,NA,152.78,NA,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-9.17,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total heavy organic matter fraction,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,0,NA,NA,245.28,3,NA,NA,232.08,NA,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-5.38,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total heavy organic matter fraction,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,0,NA,NA,245.28,4,NA,NA,232.08,NA,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-5.38,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total heavy organic matter fraction,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,1,NA,NA,249.06,3,NA,NA,232.08,NA,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-6.82,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total heavy organic matter fraction,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,1,NA,NA,249.06,4,NA,NA,232.08,NA,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,-6.82,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total heavy organic matter fraction,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,2,NA,NA,226.42,3,NA,NA,232.08,NA,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,2.5,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
Continuous cover,4022,2016-3,3,2,Climate Mitigation,Carbon Storage,Soil Organic Carbon,total heavy organic matter fraction,0-40 cm,0-30 cm,mg C/kg,Tukeys,mean,2,NA,NA,226.42,4,NA,NA,232.08,NA,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health,Positive,assumed societal benefit,Other Soil Properties,Chemical Properties,Dependent on other factors,assumed societal benefit,2.5,Climate Mitigation | Carbon Storage | Soil Organic Carbon ; Other Soil Properties | Chemical Properties | Soil Organic Carbon,Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit
