"review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_timeseries","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","tillage_1","tillage_2","trt_compare","crop_type","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"Tillage",6000,"2017-2","1","1","Crop Yields","Yields","Maize","maize grain yield, long season, no manure, high fertility site","No",NA,NA,"ton/ha","Tukey","mean",0,NA,NA,3.93,1,NA,NA,5.89,"0.05","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",49.87,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"Tillage",6001,"2016-2","1","2","Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 10 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,1.45,1,NA,NA,1.18,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.27,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","1","2","Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 12 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.8,1,NA,NA,1.22,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.42,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 2 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,1.8,1,NA,NA,1.92,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.12,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 4 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,1.57,1,NA,NA,1.71,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.14,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 6 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,1.36,1,NA,NA,1.52,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.16,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 8 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,1.19,1,NA,NA,1.47,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.28,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 10 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,1.15,1,NA,NA,1.24,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.09,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 12 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.89,1,NA,NA,1.01,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.12,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 2 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,1.5,1,NA,NA,1.78,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.28,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 4 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,1,1,NA,NA,1.15,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.15,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 6 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.91,1,NA,NA,1.04,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.13,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 8 weeks, short long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.85,1,NA,NA,0.93,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.08,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 10 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.74,1,NA,NA,0.61,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.13,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 12 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.65,1,NA,NA,0.33,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.32,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried animal manure after 4 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.48,1,NA,NA,0.53,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.05,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried green manure (Tithonia diversifolia) after 4 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.25,1,NA,NA,0.21,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.04,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried animal manure after 4 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.47,1,NA,NA,0.54,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.07,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried green manure (Tithonia diversifolia) after 4 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.26,1,NA,NA,0.24,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.02,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","1","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried animal manure after 2 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.44,1,NA,NA,0.38,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.06,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried animal manure after 4 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.38,1,NA,NA,0.35,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.03,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","1","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried animal manure after 6 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.32,1,NA,NA,0.32,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","1","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried animal manure after 8 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.27,1,NA,NA,0.33,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.06,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","1","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried animal manure after 10 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.22,1,NA,NA,0.29,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.07,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","1","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried animal manure after 12 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.13,1,NA,NA,0.25,NA,"HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.12,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","1","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried green manure (Tithonia diversifolia) after 2 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.18,1,NA,NA,0.16,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.02,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried green manure (Tithonia diversifolia) after 4 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.14,1,NA,NA,0.16,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.02,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","1","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried green manure (Tithonia diversifolia) after 6 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.13,1,NA,NA,0.08,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.05,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","1","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried green manure (Tithonia diversifolia) after 8 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.11,1,NA,NA,0.06,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.05,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","1","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried green manure (Tithonia diversifolia) after 10 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.06,1,NA,NA,0.05,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.01,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","1","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried green manure (Tithonia diversifolia) after 12 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.05,1,NA,NA,0.04,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.01,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried animal manure after 2 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.41,1,NA,NA,0.42,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.01,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried animal manure after 4 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.37,1,NA,NA,0.38,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.01,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried animal manure after 6 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.38,1,NA,NA,0.35,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.03,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried animal manure after 8 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.35,1,NA,NA,0.33,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.02,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried animal manure after 10 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.29,1,NA,NA,0.31,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.02,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried animal manure after 12 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.24,1,NA,NA,0.27,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.03,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried green manure (Tithonia diversifolia) after 2 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.17,1,NA,NA,0.27,"0.02","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.1,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"Tillage",6001,"2016-2","2","2","Other Soil Properties","Biotic Factors","Phosphorus Decomposition Rate Of Buried Residues","amount of phosphorus remaining from buried green manure (Tithonia diversifolia) after 4 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,NA,NA,0.15,1,NA,NA,0.18,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Conventional Tillage - Conservation Tillage","Unspecified","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.03,"Other Soil Properties | Biotic Factors | Phosphorus Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
