"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","pm_group1","pm_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"840","Early Season Pest Management",76,"2007-2","1","1","Pests","Invertebrate Pests","Soybean Aphids (Cumulative Aphid Days)","cumulative aphid days (soybean)","NA","NA","days","LSMeans","mean",0,"2","NA",6799,1,"2","NA",4152,"0.1","untreated_seedI","untreated","untreated commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","thiamethoxam","seed-applied thiamethoxam (50 g / 100 kg seed) to commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","Neonicotinoid (Insecticide)","Seed","Negative","assumed societal harm",NA,NA,NA,NA,-38.93,"Pests | Invertebrate Pests | Soybean Aphids (Cumulative Aphid Days)","Negative | assumed societal harm"
"841","Early Season Pest Management",76,"2007-2","2","1","Pests","Invertebrate Pests","Soybean Aphids (Cumulative Aphid Days)","cumulative aphid days (soybean)","NA","NA","days","LSMeans","mean",0,"2","NA",7774,1,"2","NA",6616,"ns","untreated_seedI","untreated","untreated commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","thiamethoxam","seed-applied thiamethoxam (50 g / 100 kg seed) to commercial soybean cultivar with no resistance to soybean aphids (GR-2332)","Neonicotinoid (Insecticide)","Seed","Negative","assumed societal harm",NA,NA,NA,NA,-14.9,"Pests | Invertebrate Pests | Soybean Aphids (Cumulative Aphid Days)","Negative | assumed societal harm"
"842","Early Season Pest Management",84,"2011-3","1;3","1;2;3;4;5;6;7;8","Pests","Invertebrate Pests","Soybean Aphids (Cumulative Aphid Days)","cumulative aphid days (soybean)","NA","NA","# days","ANOVA","mean",0,"NA","NA",360,1,"NA","NA",85,"1E-4","untreated_seedI","untreated","untreated","thiamethoxam (Cruiser 5 FS)","thiamethoxam (0.0756 mg ai per seed [Cuiser 5 FS])","Neonicotinoid (Insecticide)","Seed","Negative","assumed societal harm",NA,NA,NA,NA,-76.39,"Pests | Invertebrate Pests | Soybean Aphids (Cumulative Aphid Days)","Negative | assumed societal harm"
"843","Early Season Pest Management",88,"2005-3","1;2;3","1;2;3;4;5;6","Pests","Invertebrate Pests","Soybean Aphids (Cumulative Aphid Days)","cumulative aphid days (soybean)","NA","NA","# days","LSM","mean",0,"NA","NA",1582,1,"NA","NA",471,"0.05","untreated_seedIF","untreated","untreated soybean","thiamethoxam; mefenoxam; fludioxonil (CruiserMaxx)","soybean treated with thiamethoxam (56.3 g ai/100 kg seed) and mefenoxam and fludioxonil (CruiserMaxx)","Neonicotinoid & Fungicide","Seed","Negative","assumed societal harm",NA,NA,NA,NA,-70.23,"Pests | Invertebrate Pests | Soybean Aphids (Cumulative Aphid Days)","Negative | assumed societal harm"
"844","Early Season Pest Management",88,"2005-3","1;2;3","1;2;3;4;5;6","Pests","Invertebrate Pests","Soybean Aphids (Cumulative Aphid Days)","cumulative aphid days (soybean)","NA","NA","# days","LSM","sem",0,"NA","NA",5,1,"NA","NA",5.1,"0.05","untreated_seedIF","untreated","untreated soybean","thiamethoxam; mefenoxam; fludioxonil (CruiserMaxx)","soybean treated with thiamethoxam (56.3 g ai/100 kg seed) and mefenoxam and fludioxonil (CruiserMaxx)","Neonicotinoid & Fungicide","Seed","Negative","assumed societal harm",NA,NA,NA,NA,2,"Pests | Invertebrate Pests | Soybean Aphids (Cumulative Aphid Days)","Negative | assumed societal harm"
"845","Early Season Pest Management",80,"2010-2","1;2","1;2;3;4;5;6","Pests","Invertebrate Pests","Western Corn Rootworm","mean Julian date for 50% Western Corn Rootworm beetle emergence","NA","NA","Julian date","LSM","mean",0,"3","NA",205.94,1,"3","NA",209.99,"0.05","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,1.97,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"846","Early Season Pest Management",80,"2010-2","1;2","1;2;3;4;5;6","Pests","Invertebrate Pests","Western Corn Rootworm","mean Julian date for 50% Western Corn Rootworm beetle emergence","NA","NA","Julian date","LSM","mean",0,"3","NA",205.94,1,"3","NA",209.99,"0.05","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,1.97,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"847","Early Season Pest Management",80,"2010-2","1;2","1;2;3;4;5;6","Pests","Invertebrate Pests","Western Corn Rootworm","mean Julian date for 50% Western Corn Rootworm beetle emergence","NA","NA","Julian date","LSM","mean",0,"2","NA",203.39,1,"2","NA",205.67,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,1.12,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"848","Early Season Pest Management",80,"2010-2","1;2","1;2;3;4;5;6","Pests","Invertebrate Pests","Western Corn Rootworm","mean Julian date for 50% Western Corn Rootworm beetle emergence","NA","NA","Julian date","LSM","mean",0,"2","NA",203.39,1,"2","NA",205.67,"0.05","untreated_soilI","untreated","untreated 95:5 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 95:5 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,1.12,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"849","Early Season Pest Management",80,"2010-2","1;2","1;2;3;4;5;6","Pests","Invertebrate Pests","Western Corn Rootworm","mean Julian date for 50% Western Corn Rootworm beetle emergence","NA","NA","Julian date","LSM","mean",0,"4","NA",196.23,1,"4","NA",197,"0.05","untreated_soilI","untreated","untreated Isoline seeds","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) Isoline seeds","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,0.39,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"850","Early Season Pest Management",80,"2010-2","1;2","1;2;3;4;5;6","Pests","Invertebrate Pests","Western Corn Rootworm","mean Julian date for 50% Western Corn Rootworm beetle emergence","NA","NA","Julian date","LSM","mean",0,"4","NA",196.23,1,"4","NA",197,"0.05","untreated_soilI","untreated","untreated Isoline seeds","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) Isoline seeds","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,0.39,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"851","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",4.7,1,"3","NA",2,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-57.45,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"852","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",4.7,1,"3","NA",2,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-57.45,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"853","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",1.7,1,"3","NA",1.5,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-11.76,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"854","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",1.7,1,"3","NA",1.5,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-11.76,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"855","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",1,1,"3","NA",0,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"856","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",1,1,"3","NA",0,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"857","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",0,1,"3","NA",0,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,NA,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"858","Early Season Pest Management",80,"2010-2","1","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",0,1,"3","NA",0,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,NA,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"859","Early Season Pest Management",80,"2010-2","2","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",11.3,1,"3","NA",1.3,"0.05","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-88.5,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"860","Early Season Pest Management",80,"2010-2","2","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",11.3,1,"3","NA",1.3,"0.05","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-88.5,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"861","Early Season Pest Management",80,"2010-2","2","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",3.2,1,"3","NA",0.9,"0.05","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-71.88,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"862","Early Season Pest Management",80,"2010-2","2","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",3.2,1,"3","NA",0.9,"0.05","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-71.88,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"863","Early Season Pest Management",80,"2010-2","2","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",19.7,1,"3","NA",3,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-84.77,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"864","Early Season Pest Management",80,"2010-2","2","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",19.7,1,"3","NA",3,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-84.77,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"865","Early Season Pest Management",80,"2010-2","2","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",8.8,1,"3","NA",1.2,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-86.36,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"866","Early Season Pest Management",80,"2010-2","2","1","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",8.8,1,"3","NA",1.2,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-86.36,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"867","Early Season Pest Management",80,"2010-2","1","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",4,1,"3","NA",3,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-25,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"868","Early Season Pest Management",80,"2010-2","1","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",4,1,"3","NA",3,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-25,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"869","Early Season Pest Management",80,"2010-2","1","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",3.3,1,"3","NA",0.4,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-87.88,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"870","Early Season Pest Management",80,"2010-2","1","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",3.3,1,"3","NA",0.4,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-87.88,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"871","Early Season Pest Management",80,"2010-2","1","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",1.5,1,"3","NA",0,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"872","Early Season Pest Management",80,"2010-2","1","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",1.5,1,"3","NA",0,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"873","Early Season Pest Management",80,"2010-2","1","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",1.2,1,"3","NA",0,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"874","Early Season Pest Management",80,"2010-2","1","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",1.2,1,"3","NA",0,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"875","Early Season Pest Management",80,"2010-2","2","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",31.3,1,"3","NA",18,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-42.49,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"876","Early Season Pest Management",80,"2010-2","2","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",31.3,1,"3","NA",18,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-42.49,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"877","Early Season Pest Management",80,"2010-2","2","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",10.2,1,"3","NA",12.1,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,18.63,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"878","Early Season Pest Management",80,"2010-2","2","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",10.2,1,"3","NA",12.1,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,18.63,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"879","Early Season Pest Management",80,"2010-2","2","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",18.7,1,"3","NA",3.7,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-80.21,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"880","Early Season Pest Management",80,"2010-2","2","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",18.7,1,"3","NA",3.7,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-80.21,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"881","Early Season Pest Management",80,"2010-2","2","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",5.5,1,"3","NA",1.2,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-78.18,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
"882","Early Season Pest Management",80,"2010-2","2","2","Pests","Invertebrate Pests","Western Corn Rootworm","number of male Western Corn Rootworm beetles","NA","NA","#","LSM","sem",0,"3","NA",5.5,1,"3","NA",1.2,"ns","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm",NA,NA,NA,NA,-78.18,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | assumed societal harm"
"883","Early Season Pest Management",80,"2010-2","1","3","Pests","Invertebrate Pests","Western Corn Rootworm","number of female Western Corn Rootworm beetles","NA","NA","#","LSM","mean",0,"3","NA",0.7,1,"3","NA",0,"0.05","untreated_soilI","untreated","untreated 100:0 mCry3A and eCry3.1Ab seed blend","pyrethroid (Force CS)","soil applied pyrethroid (11.8 ml of liquid Force CS / 304.8 m) 100:0 mCry3A and eCry3.1Ab seed blend","Pyrethroid (Insecticide)","Soil","Negative","dependent on other factors",NA,NA,NA,NA,-100,"Pests | Invertebrate Pests | Western Corn Rootworm","Negative | dependent on other factors"
