review,paper_id,duration,rv_year,loc_multi_results,group_level1,group_level2,group_level3,rv,rv_depth,sample_depth,rv_units,stat_test,stat_type,trt1,trt1_int,trt1_int2,trt1_value,trt2,trt2_int,trt2_int2,trt2_value,significance,trt1_name,trt1_details,trt2_name,trt2_details,trt2_group1,trt2_group2,crop_type,system_group1,system_group2,mgmt_intention
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"metabolic quotient, 20-30 cm depth",30-40 cm,0-60 cm,RMS-mg/kg/d,Tukeys,mean,2,NA,NA,35.1,3,NA,NA,37.4,0.05,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"metabolic quotient, 20-30 cm depth",30-40 cm,0-60 cm,RMS-mg/kg/d,Tukeys,mean,2,NA,NA,35.1,4,NA,NA,37.1,0.05,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 0-10 cm depth",0-10 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,0,NA,NA,105.2,3,NA,NA,136.6,0.05,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 0-10 cm depth",0-10 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,0,NA,NA,105.2,4,NA,NA,101.2,ns,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 0-10 cm depth",0-10 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,1,NA,NA,148.8,3,NA,NA,136.6,ns,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 0-10 cm depth",0-10 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,1,NA,NA,148.8,4,NA,NA,101.2,0.05,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 0-10 cm depth",0-10 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,2,NA,NA,97.2,3,NA,NA,136.6,0.05,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 0-10 cm depth",0-10 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,2,NA,NA,97.2,4,NA,NA,101.2,ns,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 10-20 cm depth",10-20 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,0,NA,NA,97.8,3,NA,NA,131.3,0.05,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 10-20 cm depth",10-20 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,0,NA,NA,97.8,4,NA,NA,96.7,ns,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 10-20 cm depth",10-20 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,1,NA,NA,139.9,3,NA,NA,131.3,ns,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 10-20 cm depth",10-20 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,1,NA,NA,139.9,4,NA,NA,96.7,0.05,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 10-20 cm depth",10-20 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,2,NA,NA,93.2,3,NA,NA,131.3,0.05,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 10-20 cm depth",10-20 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,2,NA,NA,93.2,4,NA,NA,96.7,ns,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 20-30 cm depth",20-30 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,0,NA,NA,88.9,3,NA,NA,128.3,0.05,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 20-30 cm depth",20-30 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,0,NA,NA,88.9,4,NA,NA,90.1,ns,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 20-30 cm depth",20-30 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,1,NA,NA,131.9,3,NA,NA,128.3,ns,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 20-30 cm depth",20-30 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,1,NA,NA,131.9,4,NA,NA,90.1,0.05,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 20-30 cm depth",20-30 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,2,NA,NA,86.7,3,NA,NA,128.3,0.05,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 20-30 cm depth",20-30 cm,0-30 cm,FDA-g FDA/g,Tukeys,mean,2,NA,NA,86.7,4,NA,NA,90.1,ns,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 20-30 cm depth",30-40 cm,0-60 cm,FDA-g FDA/g,Tukeys,mean,0,NA,NA,74.2,3,NA,NA,121.7,0.05,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 20-30 cm depth",30-40 cm,0-60 cm,FDA-g FDA/g,Tukeys,mean,0,NA,NA,74.2,4,NA,NA,75.9,ns,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 20-30 cm depth",30-40 cm,0-60 cm,FDA-g FDA/g,Tukeys,mean,1,NA,NA,127.5,3,NA,NA,121.7,ns,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 20-30 cm depth",30-40 cm,0-60 cm,FDA-g FDA/g,Tukeys,mean,1,NA,NA,127.5,4,NA,NA,75.9,0.05,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 20-30 cm depth",30-40 cm,0-60 cm,FDA-g FDA/g,Tukeys,mean,2,NA,NA,85.8,3,NA,NA,121.7,0.05,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, fluorescein diacetate hydrolysis, 20-30 cm depth",30-40 cm,0-60 cm,FDA-g FDA/g,Tukeys,mean,2,NA,NA,85.8,4,NA,NA,75.9,0.05,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 0-10 cm depth",0-10 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,0,NA,NA,53.6,3,NA,NA,69.9,0.05,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 0-10 cm depth",0-10 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,0,NA,NA,53.6,4,NA,NA,50.9,0.05,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 0-10 cm depth",0-10 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,1,NA,NA,79.9,3,NA,NA,69.9,0.05,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 0-10 cm depth",0-10 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,1,NA,NA,79.9,4,NA,NA,50.9,0.05,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 0-10 cm depth",0-10 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,2,NA,NA,40.8,3,NA,NA,69.9,0.05,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 0-10 cm depth",0-10 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,2,NA,NA,40.8,4,NA,NA,50.9,0.05,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 10-20 cm depth",10-20 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,0,NA,NA,43.7,3,NA,NA,65.3,0.05,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 10-20 cm depth",10-20 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,0,NA,NA,43.7,4,NA,NA,41.1,ns,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 10-20 cm depth",10-20 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,1,NA,NA,73.8,3,NA,NA,65.3,ns,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 10-20 cm depth",10-20 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,1,NA,NA,73.8,4,NA,NA,41.1,0.05,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 10-20 cm depth",10-20 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,2,NA,NA,36.1,3,NA,NA,65.3,0.05,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 10-20 cm depth",10-20 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,2,NA,NA,36.1,4,NA,NA,41.1,ns,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 20-30 cm depth",20-30 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,0,NA,NA,38.8,3,NA,NA,63.3,0.05,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 20-30 cm depth",20-30 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,0,NA,NA,38.8,4,NA,NA,40.5,ns,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 20-30 cm depth",20-30 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,1,NA,NA,67.9,3,NA,NA,63.3,ns,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 20-30 cm depth",20-30 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,1,NA,NA,67.9,4,NA,NA,40.5,0.05,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 20-30 cm depth",20-30 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,2,NA,NA,33.7,3,NA,NA,63.3,0.05,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 20-30 cm depth",20-30 cm,0-30 cm,DHA-INTF/g,Tukeys,mean,2,NA,NA,33.7,4,NA,NA,40.5,ns,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 20-30 cm depth",30-40 cm,0-60 cm,DHA-INTF/g,Tukeys,mean,0,NA,NA,28.1,3,NA,NA,54.7,0.05,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 20-30 cm depth",30-40 cm,0-60 cm,DHA-INTF/g,Tukeys,mean,0,NA,NA,28.1,4,NA,NA,37.9,0.05,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 20-30 cm depth",30-40 cm,0-60 cm,DHA-INTF/g,Tukeys,mean,1,NA,NA,58.8,3,NA,NA,54.7,ns,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 20-30 cm depth",30-40 cm,0-60 cm,DHA-INTF/g,Tukeys,mean,1,NA,NA,58.8,4,NA,NA,37.9,0.05,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 20-30 cm depth",30-40 cm,0-60 cm,DHA-INTF/g,Tukeys,mean,2,NA,NA,27.9,3,NA,NA,54.7,0.05,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,1,Other Soil Properties,Biotic Factors,Enzyme activity,"enzyme activity, dehydrogenase, 20-30 cm depth",30-40 cm,0-60 cm,DHA-INTF/g,Tukeys,mean,2,NA,NA,27.9,4,NA,NA,37.9,0.05,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 0-10 cm depth",0-10 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,0,NA,NA,18.9,3,NA,NA,24.6,0.05,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 0-10 cm depth",0-10 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,0,NA,NA,18.9,4,NA,NA,18.2,ns,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 0-10 cm depth",0-10 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,1,NA,NA,28.9,3,NA,NA,24.6,ns,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 0-10 cm depth",0-10 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,1,NA,NA,28.9,4,NA,NA,18.2,0.05,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 0-10 cm depth",0-10 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,2,NA,NA,17.7,3,NA,NA,24.6,0.05,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 0-10 cm depth",0-10 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,2,NA,NA,17.7,4,NA,NA,18.2,ns,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 10-20 cm depth",10-20 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,0,NA,NA,16.2,3,NA,NA,23.4,0.05,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 10-20 cm depth",10-20 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,0,NA,NA,16.2,4,NA,NA,15.5,ns,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 10-20 cm depth",10-20 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,1,NA,NA,24.7,3,NA,NA,23.4,ns,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 10-20 cm depth",10-20 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,1,NA,NA,24.7,4,NA,NA,15.5,0.05,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 10-20 cm depth",10-20 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,2,NA,NA,16.6,3,NA,NA,23.4,0.05,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 10-20 cm depth",10-20 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,2,NA,NA,16.6,4,NA,NA,15.5,ns,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 20-30 cm depth",20-30 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,0,NA,NA,13.9,3,NA,NA,18.8,0.05,monocrop,potato,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 20-30 cm depth",20-30 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,0,NA,NA,13.9,4,NA,NA,15.4,0.05,monocrop,potato,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 20-30 cm depth",20-30 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,1,NA,NA,20.3,3,NA,NA,18.8,ns,monocrop,bean,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 20-30 cm depth",20-30 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,1,NA,NA,20.3,4,NA,NA,15.4,0.05,monocrop,bean,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 20-30 cm depth",20-30 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,2,NA,NA,13.4,3,NA,NA,18.8,0.05,monocrop,dolichos,intercrop,potato;bean,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
Continuous cover,4022,2016-3,3,3,Other Soil Properties,Biotic Factors,Respiration,"soil microbial respiration, 20-30 cm depth",20-30 cm,0-30 cm,RMS-mg/kg/d,Tukeys,mean,2,NA,NA,13.4,4,NA,NA,15.4,0.05,monocrop,dolichos,intercrop,potato;dolichos,2,Legume & Non-Legume,Vegetable;Bean,Uniform,Rainfed,Climate Mitigation;Soil Health
